id,name,rank,details,GENUS,SUBFAMILY,FAMILY,SUPERFAMILY,ORDER,SPECIES,SUBTRIBE,TRIBE
7487,Cauchas dietziella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/7487/,Adela,Adelinae,Adelidae,Adeloidea,Lepidoptera,Cauchas dietziella,,
2906,Cauchas fibulella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/2906/,Adela,Adelinae,Adelidae,Adeloidea,Lepidoptera,Cauchas fibulella,,
2107,Cauchas rufifrontella Tr.,SPECIES,https://api.dev.insectai.org/api/v2/taxa/2107/,Adela,Adelinae,Adelidae,Adeloidea,Lepidoptera,Cauchas rufifrontella Tr.,,
2905,Cauchas rufimitrella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/2905/,Adela,Adelinae,Adelidae,Adeloidea,Lepidoptera,Cauchas rufimitrella,,
8557,Caviria sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8557/,Caviria,Lymantriinae,Erebidae,Noctuoidea,Lepidoptera,,,
11029,Caviria vinasia,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11029/,Caviria,Lymantriinae,Erebidae,Noctuoidea,Lepidoptera,Caviria vinasia,,
11028,Cecrita biundata,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11028/,Cecrita,Heterocampinae,Notodontidae,Noctuoidea,Lepidoptera,Cecrita biundata,,Heterocampini
11026,Cecrita lama,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11026/,Cecrita,Heterocampinae,Notodontidae,Noctuoidea,Lepidoptera,Cecrita lama,,Heterocampini
11027,Cecrita perplexa,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11027/,Cecrita,Heterocampinae,Notodontidae,Noctuoidea,Lepidoptera,Cecrita perplexa,,Heterocampini
8505,Cecrita sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8505/,Cecrita,Heterocampinae,Notodontidae,Noctuoidea,Lepidoptera,,,Heterocampini
2978,Cedestis gysseleniella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/2978/,Cedestis,Yponomeutinae,Yponomeutidae,Yponomeutoidea,Lepidoptera,Cedestis gysseleniella,,
1346,Cedestis sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/1346/,Cedestis,Yponomeutinae,Yponomeutidae,Yponomeutoidea,Lepidoptera,,,
1347,Cedestis subfasciella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/1347/,Cedestis,Yponomeutinae,Yponomeutidae,Yponomeutoidea,Lepidoptera,Cedestis subfasciella,,
11420,Ceirini,TRIBE,https://api.dev.insectai.org/api/v2/taxa/11420/,,Spataliinae,Notodontidae,Noctuoidea,Lepidoptera,,,Ceirini
3229,Celaena haworthii,SPECIES,https://api.dev.insectai.org/api/v2/taxa/3229/,Celaena,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Celaena haworthii,,Apameini
3228,Celaena sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/3228/,Celaena,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,,,Apameini
5373,Celiptera frustulum,SPECIES,https://api.dev.insectai.org/api/v2/taxa/5373/,Celiptera,Erebinae,Erebidae,Noctuoidea,Lepidoptera,Celiptera frustulum,,Euclidiini
11024,Celiptera helvina,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11024/,Celiptera,Erebinae,Erebidae,Noctuoidea,Lepidoptera,Celiptera helvina,,Euclidiini
11025,Celiptera levina,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11025/,Celiptera,Erebinae,Erebidae,Noctuoidea,Lepidoptera,Celiptera levina,,Euclidiini
5372,Celiptera sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/5372/,Celiptera,Erebinae,Erebidae,Noctuoidea,Lepidoptera,,,Euclidiini
9020,Celmia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/9020/,Celmia,Theclinae,Lycaenidae,Papilionoidea,Lepidoptera,,,Eumaeini
3061,Celypha aurofasciana,SPECIES,https://api.dev.insectai.org/api/v2/taxa/3061/,Celypha,Olethreutinae,Tortricidae,Tortricoidea,Lepidoptera,Celypha aurofasciana,,Olethreutini
393,Celypha cespitana,SPECIES,https://api.dev.insectai.org/api/v2/taxa/393/,Celypha,Olethreutinae,Tortricidae,Tortricoidea,Lepidoptera,Celypha cespitana,,Olethreutini
4305,Celypha doubledayana,SPECIES,https://api.dev.insectai.org/api/v2/taxa/4305/,Olethreutes,Olethreutinae,Tortricidae,Tortricoidea,Lepidoptera,Celypha doubledayana,,Olethreutini
396,Celypha flavipalpana,SPECIES,https://api.dev.insectai.org/api/v2/taxa/396/,Celypha,Olethreutinae,Tortricidae,Tortricoidea,Lepidoptera,Celypha flavipalpana,,Olethreutini
423,Celypha lacunana,SPECIES,https://api.dev.insectai.org/api/v2/taxa/423/,Syricoris,Olethreutinae,Tortricidae,Tortricoidea,Lepidoptera,Celypha lacunana,,Olethreutini
421,Celypha rivulana,SPECIES,https://api.dev.insectai.org/api/v2/taxa/421/,Syricoris,Olethreutinae,Tortricidae,Tortricoidea,Lepidoptera,Celypha rivulana,,Olethreutini
3063,Celypha rosaceana,SPECIES,https://api.dev.insectai.org/api/v2/taxa/3063/,Celypha,Olethreutinae,Tortricidae,Tortricoidea,Lepidoptera,Celypha rosaceana,,Olethreutini
3062,Celypha rufana,SPECIES,https://api.dev.insectai.org/api/v2/taxa/3062/,Celypha,Olethreutinae,Tortricidae,Tortricoidea,Lepidoptera,Celypha rufana,,Olethreutini
3064,Celypha rurestrana,SPECIES,https://api.dev.insectai.org/api/v2/taxa/3064/,Celypha,Olethreutinae,Tortricidae,Tortricoidea,Lepidoptera,Celypha rurestrana,,Olethreutini
357,Celypha siderana Tr.,SPECIES,https://api.dev.insectai.org/api/v2/taxa/357/,Olethreutes,Olethreutinae,Tortricidae,Tortricoidea,Lepidoptera,Celypha siderana Tr.,,Olethreutini
392,Celypha sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/392/,Celypha,Olethreutinae,Tortricidae,Tortricoidea,Lepidoptera,,,Olethreutini
395,Celypha striana,SPECIES,https://api.dev.insectai.org/api/v2/taxa/395/,Celypha,Olethreutinae,Tortricidae,Tortricoidea,Lepidoptera,Celypha striana,,Olethreutini
425,Celypha tiedemanniana Zell.,SPECIES,https://api.dev.insectai.org/api/v2/taxa/425/,Syricoris,Olethreutinae,Tortricidae,Tortricoidea,Lepidoptera,Celypha tiedemanniana Zell.,,Olethreutini
394,Celypha woodiana,SPECIES,https://api.dev.insectai.org/api/v2/taxa/394/,Celypha,Olethreutinae,Tortricidae,Tortricoidea,Lepidoptera,Celypha woodiana,,Olethreutini
11517,Cemiostominae,SUBFAMILY,https://api.dev.insectai.org/api/v2/taxa/11517/,,Cemiostominae,Lyonetiidae,Yponomeutoidea,Lepidoptera,,,
7494,Cenopis diluticostana,SPECIES,https://api.dev.insectai.org/api/v2/taxa/7494/,Cenopis,Tortricinae,Tortricidae,Tortricoidea,Lepidoptera,Cenopis diluticostana,,Sparganothini
7583,Cenopis directana,SPECIES,https://api.dev.insectai.org/api/v2/taxa/7583/,Cenopis,Tortricinae,Tortricidae,Tortricoidea,Lepidoptera,Cenopis directana,,Sparganothini
7730,Cenopis ferreana,SPECIES,https://api.dev.insectai.org/api/v2/taxa/7730/,Cenopis,Tortricinae,Tortricidae,Tortricoidea,Lepidoptera,Cenopis ferreana,,Sparganothini
4538,Cenopis mesospila,SPECIES,https://api.dev.insectai.org/api/v2/taxa/4538/,Cenopis,Tortricinae,Tortricidae,Tortricoidea,Lepidoptera,Cenopis mesospila,,Sparganothini
4526,Cenopis niveana,SPECIES,https://api.dev.insectai.org/api/v2/taxa/4526/,Cenopis,Tortricinae,Tortricidae,Tortricoidea,Lepidoptera,Cenopis niveana,,Sparganothini
4776,Cenopis pettitana,SPECIES,https://api.dev.insectai.org/api/v2/taxa/4776/,Cenopis,Tortricinae,Tortricidae,Tortricoidea,Lepidoptera,Cenopis pettitana,,Sparganothini
7453,Cenopis reticulatana,SPECIES,https://api.dev.insectai.org/api/v2/taxa/7453/,Cenopis,Tortricinae,Tortricidae,Tortricoidea,Lepidoptera,Cenopis reticulatana,,Sparganothini
7734,Cenopis sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/7734/,Cenopis,Tortricinae,Tortricidae,Tortricoidea,Lepidoptera,,,Sparganothini
1948,Cephimallota crassiflavella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/1948/,Cephimallota,,Tineidae,Tineoidea,Lepidoptera,Cephimallota crassiflavella,,
1947,Cephimallota sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/1947/,Cephimallota,,Tineidae,Tineoidea,Lepidoptera,,,
8323,Cephise sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8323/,Cephise,Eudaminae,Hesperiidae,Papilionoidea,Lepidoptera,,Cephisina,Eudamini
8322,Cephisina,SUBTRIBE,https://api.dev.insectai.org/api/v2/taxa/8322/,,Eudaminae,Hesperiidae,Papilionoidea,Lepidoptera,,Cephisina,Eudamini
1944,Cephitinea colongella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/1944/,Cephitinea,Myrmecozelinae,Tineidae,Tineoidea,Lepidoptera,Cephitinea colongella,,
1943,Cephitinea sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/1943/,Cephitinea,Myrmecozelinae,Tineidae,Tineoidea,Lepidoptera,,,
2688,Cepphis advenaria,SPECIES,https://api.dev.insectai.org/api/v2/taxa/2688/,Cepphis,Ennominae,Geometridae,Geometroidea,Lepidoptera,Cepphis advenaria,,Ennomini
7180,Cepphis armataria,SPECIES,https://api.dev.insectai.org/api/v2/taxa/7180/,Cepphis,Ennominae,Geometridae,Geometroidea,Lepidoptera,Cepphis armataria,,Ennomini
7321,Cepphis decoloraria,SPECIES,https://api.dev.insectai.org/api/v2/taxa/7321/,Cepphis,Ennominae,Geometridae,Geometroidea,Lepidoptera,Cepphis decoloraria,,Ennomini
2687,Cepphis sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/2687/,Cepphis,Ennominae,Geometridae,Geometroidea,Lepidoptera,,,Ennomini
3207,Ceramica pisi,SPECIES,https://api.dev.insectai.org/api/v2/taxa/3207/,Ceramica,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Ceramica pisi,,Hadenini
3206,Ceramica sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/3206/,Ceramica,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,,,Hadenini
727,Cerapteryx graminis,SPECIES,https://api.dev.insectai.org/api/v2/taxa/727/,Cerapteryx,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Cerapteryx graminis,,Tholerini
726,Cerapteryx sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/726/,Cerapteryx,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,,,Tholerini
7039,Cerastis fishii,SPECIES,https://api.dev.insectai.org/api/v2/taxa/7039/,Cerastis,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Cerastis fishii,Noctuina,Noctuini
3430,Cerastis leucographa,SPECIES,https://api.dev.insectai.org/api/v2/taxa/3430/,Cerastis,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Cerastis leucographa,Noctuina,Noctuini
3431,Cerastis rubricosa,SPECIES,https://api.dev.insectai.org/api/v2/taxa/3431/,Cerastis,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Cerastis rubricosa,Noctuina,Noctuini
7038,Cerastis salicarum,SPECIES,https://api.dev.insectai.org/api/v2/taxa/7038/,Cerastis,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Cerastis salicarum,Noctuina,Noctuini
3429,Cerastis sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/3429/,Cerastis,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,,Noctuina,Noctuini
6707,Cerastis tenebrifera,SPECIES,https://api.dev.insectai.org/api/v2/taxa/6707/,Cerastis,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Cerastis tenebrifera,Noctuina,Noctuini
8016,Ceratocampinae,SUBFAMILY,https://api.dev.insectai.org/api/v2/taxa/8016/,,Ceratocampinae,Saturniidae,Bombycoidea,Lepidoptera,,,
11023,Ceratocilia sixolalis,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11023/,Ceratocilia,Spilomelinae,Crambidae,Pyraloidea,Lepidoptera,Ceratocilia sixolalis,,Asciodini
8952,Ceratocilia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8952/,Ceratocilia,Spilomelinae,Crambidae,Pyraloidea,Lepidoptera,,,Asciodini
7685,Ceratomia amyntor,SPECIES,https://api.dev.insectai.org/api/v2/taxa/7685/,Ceratomia,Sphinginae,Sphingidae,Bombycoidea,Lepidoptera,Ceratomia amyntor,Sphingina,Sphingini
5954,Ceratomia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/5954/,Ceratomia,Sphinginae,Sphingidae,Bombycoidea,Lepidoptera,,Sphingina,Sphingini
5955,Ceratomia undulosa,SPECIES,https://api.dev.insectai.org/api/v2/taxa/5955/,Ceratomia,Sphinginae,Sphingidae,Bombycoidea,Lepidoptera,Ceratomia undulosa,Sphingina,Sphingini
1976,Ceratophaga haidarabadi,SPECIES,https://api.dev.insectai.org/api/v2/taxa/1976/,Ceratophaga,Tineinae,Tineidae,Tineoidea,Lepidoptera,Ceratophaga haidarabadi,,
1977,Ceratophaga orientalis,SPECIES,https://api.dev.insectai.org/api/v2/taxa/1977/,Ceratophaga,Tineinae,Tineidae,Tineoidea,Lepidoptera,Ceratophaga orientalis,,
1975,Ceratophaga sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/1975/,Ceratophaga,Tineinae,Tineidae,Tineoidea,Lepidoptera,,,
9091,Cerconota sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/9091/,Cerconota,,Oecophoridae,Gelechioidea,Lepidoptera,,,
7309,Cerma cerintha,SPECIES,https://api.dev.insectai.org/api/v2/taxa/7309/,Cerma,Acronictinae,Noctuidae,Noctuoidea,Lepidoptera,Cerma cerintha,,
5016,Cerma cora,SPECIES,https://api.dev.insectai.org/api/v2/taxa/5016/,Cerma,Acronictinae,Noctuidae,Noctuoidea,Lepidoptera,Cerma cora,,
5015,Cerma sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/5015/,Cerma,Acronictinae,Noctuidae,Noctuoidea,Lepidoptera,,,
11022,Ceroctena amynta,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11022/,Ceroctena,Dyopsinae,Noctuidae,Noctuoidea,Lepidoptera,Ceroctena amynta,,
8189,Ceroctena sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8189/,Ceroctena,Dyopsinae,Noctuidae,Noctuoidea,Lepidoptera,,,
8427,Cerodirphia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8427/,Cerodirphia,Hemileucinae,Saturniidae,Bombycoidea,Lepidoptera,,,Hemileucini
11020,Ceromacra erebusalis,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11020/,Ceromacra,Calpinae,Erebidae,Noctuoidea,Lepidoptera,Ceromacra erebusalis,,
11021,Ceromacra putida,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11021/,Ceromacra,Calpinae,Erebidae,Noctuoidea,Lepidoptera,Ceromacra putida,,
8006,Ceromacra sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8006/,Ceromacra,Calpinae,Erebidae,Noctuoidea,Lepidoptera,,,
1249,Cerura erminea,SPECIES,https://api.dev.insectai.org/api/v2/taxa/1249/,Cerura,Cerurinae,Notodontidae,Noctuoidea,Lepidoptera,Cerura erminea,,
1247,Cerura sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/1247/,Cerura,Cerurinae,Notodontidae,Noctuoidea,Lepidoptera,,,
1248,Cerura vinula,SPECIES,https://api.dev.insectai.org/api/v2/taxa/1248/,Cerura,Cerurinae,Notodontidae,Noctuoidea,Lepidoptera,Cerura vinula,,
11335,Cerurinae,SUBFAMILY,https://api.dev.insectai.org/api/v2/taxa/11335/,,Cerurinae,Notodontidae,Noctuoidea,Lepidoptera,,,
4988,Chaetaglaea cerata,SPECIES,https://api.dev.insectai.org/api/v2/taxa/4988/,Chaetaglaea,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Chaetaglaea cerata,Xylenina,Xylenini
4989,Chaetaglaea sericea,SPECIES,https://api.dev.insectai.org/api/v2/taxa/4989/,Chaetaglaea,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Chaetaglaea sericea,Xylenina,Xylenini
4986,Chaetaglaea sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/4986/,Chaetaglaea,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,,Xylenina,Xylenini
4987,Chaetaglaea tremula,SPECIES,https://api.dev.insectai.org/api/v2/taxa/4987/,Chaetaglaea,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Chaetaglaea tremula,Xylenina,Xylenini
11017,Chalcoecia emessa,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11017/,Chalcoecia,Acontiinae,Noctuidae,Noctuoidea,Lepidoptera,Chalcoecia emessa,,Chamaecleini
11018,Chalcoecia gloria,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11018/,Chalcoecia,Acontiinae,Noctuidae,Noctuoidea,Lepidoptera,Chalcoecia gloria,,Chamaecleini
11019,Chalcoecia patricia,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11019/,Chalcoecia,Acontiinae,Noctuidae,Noctuoidea,Lepidoptera,Chalcoecia patricia,,Chamaecleini
7748,Chalcoecia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/7748/,Chalcoecia,Acontiinae,Noctuidae,Noctuoidea,Lepidoptera,,,Chamaecleini
6253,Chalcoela iphitalis,SPECIES,https://api.dev.insectai.org/api/v2/taxa/6253/,Chalcoela,Glaphyriinae,Crambidae,Pyraloidea,Lepidoptera,Chalcoela iphitalis,,
6252,Chalcoela pegasalis,SPECIES,https://api.dev.insectai.org/api/v2/taxa/6252/,Chalcoela,Glaphyriinae,Crambidae,Pyraloidea,Lepidoptera,Chalcoela pegasalis,,
6251,Chalcoela sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/6251/,Chalcoela,Glaphyriinae,Crambidae,Pyraloidea,Lepidoptera,,,
11016,Chalenata quella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11016/,Chalenata,,Noctuidae,Noctuoidea,Lepidoptera,Chalenata quella,,
9133,Chalenata sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/9133/,Chalenata,,Noctuidae,Noctuoidea,Lepidoptera,,,
11014,Chalenata ustata,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11014/,Chalenata,,Noctuidae,Noctuoidea,Lepidoptera,Chalenata ustata,,
11015,Chalenata ustatina,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11015/,Chalenata,,Noctuidae,Noctuoidea,Lepidoptera,Chalenata ustatina,,
9011,Chalybs sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/9011/,Chalybs,Theclinae,Lycaenidae,Papilionoidea,Lepidoptera,,,Eumaeini
7747,Chamaecleini,TRIBE,https://api.dev.insectai.org/api/v2/taxa/7747/,,Acontiinae,Noctuidae,Noctuoidea,Lepidoptera,,,Chamaecleini
11013,Chamyna modesta,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11013/,Chamyna,Calpinae,Erebidae,Noctuoidea,Lepidoptera,Chamyna modesta,,
7996,Chamyna sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/7996/,Chamyna,Calpinae,Erebidae,Noctuoidea,Lepidoptera,,,
1157,Charadra deridens,SPECIES,https://api.dev.insectai.org/api/v2/taxa/1157/,Charadra,Pantheinae,Noctuidae,Noctuoidea,Lepidoptera,Charadra deridens,,
1156,Charadra sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/1156/,Charadra,Pantheinae,Noctuidae,Noctuoidea,Lepidoptera,,,
3214,Charanyca ferruginea,SPECIES,https://api.dev.insectai.org/api/v2/taxa/3214/,Charanyca,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Charanyca ferruginea,Caradrinina,Caradrinini
877,Charanyca sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/877/,Charanyca,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,,Caradrinina,Caradrinini
878,Charanyca trigrammica,SPECIES,https://api.dev.insectai.org/api/v2/taxa/878/,Charanyca,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Charanyca trigrammica,Caradrinina,Caradrinini
8024,Charaxinae,SUBFAMILY,https://api.dev.insectai.org/api/v2/taxa/8024/,,Charaxinae,Nymphalidae,Papilionoidea,Lepidoptera,,,
2963,Charissa obscurata,SPECIES,https://api.dev.insectai.org/api/v2/taxa/2963/,Charissa,Ennominae,Geometridae,Geometroidea,Lepidoptera,Charissa obscurata,,Gnophini
2962,Charissa sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/2962/,Charissa,Ennominae,Geometridae,Geometroidea,Lepidoptera,,,Gnophini
11011,Charoblemma opisthomela,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11011/,Charoblemma,,Noctuidae,Noctuoidea,Lepidoptera,Charoblemma opisthomela,,
9138,Charoblemma sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/9138/,Charoblemma,,Noctuidae,Noctuoidea,Lepidoptera,,,
11012,Charoblemma unilinea,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11012/,Charoblemma,,Noctuidae,Noctuoidea,Lepidoptera,Charoblemma unilinea,,
11399,Chelariini,TRIBE,https://api.dev.insectai.org/api/v2/taxa/11399/,,Anacampsinae,Gelechiidae,Gelechioidea,Lepidoptera,,,Chelariini
11010,Chenevadia huralis,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11010/,Chenevadia,Chrysauginae,Pyralidae,Pyraloidea,Lepidoptera,Chenevadia huralis,,
8082,Chenevadia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8082/,Chenevadia,Chrysauginae,Pyralidae,Pyraloidea,Lepidoptera,,,
760,Chersotis cuprea,SPECIES,https://api.dev.insectai.org/api/v2/taxa/760/,Chersotis,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Chersotis cuprea,Noctuina,Noctuini
5006,Chersotis juncta,SPECIES,https://api.dev.insectai.org/api/v2/taxa/5006/,Chersotis,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Chersotis juncta,Noctuina,Noctuini
759,Chersotis sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/759/,Chersotis,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,,Noctuina,Noctuini
11444,Chesiadini,TRIBE,https://api.dev.insectai.org/api/v2/taxa/11444/,,Larentiinae,Geometridae,Geometroidea,Lepidoptera,,,Chesiadini
2640,Chesias legatella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/2640/,Chesias,Larentiinae,Geometridae,Geometroidea,Lepidoptera,Chesias legatella,,Chesiadini
2639,Chesias rufata,SPECIES,https://api.dev.insectai.org/api/v2/taxa/2639/,Chesias,Larentiinae,Geometridae,Geometroidea,Lepidoptera,Chesias rufata,,Chesiadini
2638,Chesias sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/2638/,Chesias,Larentiinae,Geometridae,Geometroidea,Lepidoptera,,,Chesiadini
11009,Chetone angulosa,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11009/,Chetone,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,Chetone angulosa,Pericopina,Arctiini
7848,Chetone sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/7848/,Chetone,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,,Pericopina,Arctiini
11008,Chetone zuleika,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11008/,Chetone,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,Chetone zuleika,Pericopina,Arctiini
4183,Chiasmia aestimaria,SPECIES,https://api.dev.insectai.org/api/v2/taxa/4183/,Chiasmia,Ennominae,Geometridae,Geometroidea,Lepidoptera,Chiasmia aestimaria,,Macariini
2967,Chiasmia clathrata,SPECIES,https://api.dev.insectai.org/api/v2/taxa/2967/,Chiasmia,Ennominae,Geometridae,Geometroidea,Lepidoptera,Chiasmia clathrata,,Macariini
2966,Chiasmia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/2966/,Chiasmia,Ennominae,Geometridae,Geometroidea,Lepidoptera,,,Macariini
2387,Chilo luteellus,SPECIES,https://api.dev.insectai.org/api/v2/taxa/2387/,Chilo,Crambinae,Crambidae,Pyraloidea,Lepidoptera,Chilo luteellus,,Chiloini
2386,Chilo phragmitella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/2386/,Chilo,Crambinae,Crambidae,Pyraloidea,Lepidoptera,Chilo phragmitella,,Chiloini
6176,Chilo plejadellus,SPECIES,https://api.dev.insectai.org/api/v2/taxa/6176/,Chilo,Crambinae,Crambidae,Pyraloidea,Lepidoptera,Chilo plejadellus,,Chiloini
2385,Chilo sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/2385/,Chilo,Crambinae,Crambidae,Pyraloidea,Lepidoptera,,,Chiloini
886,Chilodes maritima,SPECIES,https://api.dev.insectai.org/api/v2/taxa/886/,Chilodes,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Chilodes maritima,Caradrinina,Caradrinini
885,Chilodes sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/885/,Chilodes,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,,Caradrinina,Caradrinini
8129,Chiloini,TRIBE,https://api.dev.insectai.org/api/v2/taxa/8129/,,Crambinae,Crambidae,Pyraloidea,Lepidoptera,,,Chiloini
11007,Chilopsis atrosparsellus,SPECIES,https://api.dev.insectai.org/api/v2/taxa/11007/,Chilopsis,Crambinae,Crambidae,Pyraloidea,Lepidoptera,Chilopsis atrosparsellus,,Chiloini
8134,Chilopsis sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8134/,Chilopsis,Crambinae,Crambidae,Pyraloidea,Lepidoptera,,,Chiloini
11429,Chimabachinae,SUBFAMILY,https://api.dev.insectai.org/api/v2/taxa/11429/,,Chimabachinae,Lypusidae,Gelechioidea,Lepidoptera,,,
7088,Chionodes abitus,SPECIES,https://api.dev.insectai.org/api/v2/taxa/7088/,Chionodes,Gelechiinae,Gelechiidae,Gelechioidea,Lepidoptera,Chionodes abitus,,Gelechiini
7098,Chionodes adamas,SPECIES,https://api.dev.insectai.org/api/v2/taxa/7098/,Chionodes,Gelechiinae,Gelechiidae,Gelechioidea,Lepidoptera,Chionodes adamas,,Gelechiini
5829,Chionodes arenella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/5829/,Chionodes,Gelechiinae,Gelechiidae,Gelechioidea,Lepidoptera,Chionodes arenella,,Gelechiini
5826,Chionodes argentipunctella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/5826/,Chionodes,Gelechiinae,Gelechiidae,Gelechioidea,Lepidoptera,Chionodes argentipunctella,,Gelechiini
5815,Chionodes bicostomaculella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/5815/,Chionodes,Gelechiinae,Gelechiidae,Gelechioidea,Lepidoptera,Chionodes bicostomaculella,,Gelechiini
5830,Chionodes braunella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/5830/,Chionodes,Gelechiinae,Gelechiidae,Gelechioidea,Lepidoptera,Chionodes braunella,,Gelechiini
