Filename,scientificName
"Phrygionis_polita,I_PBA21786.jpg",Phrygionis polita
"Nephodia_auxesia,I_PBA21789.jpg",Nephodia auxesia
"moth_Geometridae,I_PBA21790.jpg",Geometridae
"Oospila_venezuelata,I_PBA21792.jpg",Oospila venezuelata
"moth_Crambidae,I_PBA21794.jpg",Crambidae
"Ametris_nitocris,I_PBA21795.jpg",Ametris nitocris
"moth_Crambidae,I_PBA21797.jpg",Crambidae
"moth_Geometridae,I_PBA21799.jpg",Geometridae
"Nephodia_auxesia,I_PBA21801.jpg",Nephodia auxesia
"Epimecis_semicompleta,I_PBA21802.jpg",Epimecis semicompleta
"Oospila_athena,I_PBA21805.jpg",Oospila athena
"moth_Notodontidae,I_PBA21808.jpg",Notodontidae
"moth_Geometridae,I_PBA21809.jpg",Geometridae
"Rhabdatomis_laudamia,I_PBA21811.jpg",Rhabdatomis laudamia
"moth_Notodontidae,I_PBA21812.jpg",Notodontidae
"Melese_amastris,I_PBA21813.jpg",Melese amastris
"moth_Noctuidae,I_PBA21814.jpg",Noctuidae
"Brachurapteryx_tesserata,I_PBA21819.jpg",Brachurapteryx tesserata
"Anisoperas_atropunctaria,I_PBA21822.jpg",Anisoperas atropunctaria
"Nemoria_pescadora,I_PBA21823.jpg",Nemoria pescadora
"moth_Crambidae,I_PBA21824.jpg",Crambidae
"Glena_mopsaria,I_PBA21825.jpg",Glena mopsaria
"Anisoperas_atropunctaria,I_PBA21826.jpg",Anisoperas atropunctaria
"moth_Notodontidae,I_PBA21828.jpg",Notodontidae
"Nematocampa_completa,I_PBA21829.jpg",Nematocampa completa
"moth_Notodontidae,I_PBA21832.jpg",Notodontidae
"Pelochyta_affinis,I_PBA21833.jpg",Pelochyta affinis
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA21838.jpg",Afrida ydatodes
"Lobocleta_tenellata,I_PBA21839.jpg",Lobocleta tenellata
"Eucereon_tigrata,I_PBA21841.jpg",Eucereon tigrata
"moth_Geometridae,I_PBA21842.jpg",Geometridae
"Oxydia_trychiata,I_PBA21843.jpg",Oxydia trychiata
"moth_Noctuidae,I_PBA21845.jpg",Noctuidae
"Rhabdatomis_laudamia,I_PBA21846.jpg",Rhabdatomis laudamia
"moth_Notodontidae,I_PBA21849.jpg",Notodontidae
"moth_Geometridae,I_PBA21850.jpg",Geometridae
"Crambidia_myrlosea,I_PBA21851.jpg",Crambidia myrlosea
"Nematocampa_completa,I_PBA21852.jpg",Nematocampa completa
"Macaria_delia,I_PBA21855.jpg",Macaria delia
"Nemoria_astraea,I_PBA21857.jpg",Nemoria astraea
"Halysidota_orientalis,I_PBA21858.jpg",Halysidota orientalis
"Rhabdatomis_laudamia,I_PBA21859.jpg",Rhabdatomis laudamia
"moth_Hemiceras,I_PBA21860.jpg",Hemiceras
"Rhabdatomis_laudamia,I_PBA21861.jpg",Rhabdatomis laudamia
"Rhabdatomis_laudamia,I_PBA21863.jpg",Rhabdatomis laudamia
"moth_Noctuidae,I_PBA21864.jpg",Noctuidae
"Crambidia_myrlosea,I_PBA21865.jpg",Crambidia myrlosea
"Nemoria_vermiculata,I_PBA21866.jpg",Nemoria vermiculata
"Crambidia_myrlosea,I_PBA21867.jpg",Crambidia myrlosea
"Crambidia_myrlosea,I_PBA21869.jpg",Crambidia myrlosea
"Clemensia_cincinnata,I_PBA21870.jpg",Clemensia cincinnata
"Anisoperas_atropunctaria,I_PBA21871.jpg",Anisoperas atropunctaria
"Lobocleta_tenellata,I_PBA21874.jpg",Lobocleta tenellata
"Nemoria_pescadora,I_PBA21875.jpg",Nemoria pescadora
"Rhabdatomis_laudamia,I_PBA21876.jpg",Rhabdatomis laudamia
"Crambidia_myrlosea,I_PBA21878.jpg",Crambidia myrlosea
"Artace_cribrarius,_Dot-lined_White,I_PBA21879.jpg",Artace cribrarius
"moth_Notodontidae,I_PBA21880.jpg",Notodontidae
"Nematocampa_completa,I_PBA21881.jpg",Nematocampa completa
"Nephodia_auxesia,I_PBA21882.jpg",Nephodia auxesia
"Glena_mopsaria,I_PBA21883.jpg",Glena mopsaria
"Rhabdatomis_laudamia,I_PBA21884.jpg",Rhabdatomis laudamia
"moth_Geometridae,I_PBA21885.jpg",Geometridae
"moth_Notodontidae,I_PBA21886.jpg",Notodontidae
"moth_Geometridae,I_PBA21887.jpg",Geometridae
"Glena_mopsaria,I_PBA21888.jpg",Glena mopsaria
"Opisthoxia_miletia,I_PBA21890.jpg",Opisthoxia miletia
"Dichorda_obliquata,I_PBA21892.jpg",Dichorda obliquata
"Clemensia_cincinnata,I_PBA21893.jpg",Clemensia cincinnata
"Anisoperas_atropunctaria,I_PBA21894.jpg",Anisoperas atropunctaria
"Nemoria_defectiva,I_PBA21896.jpg",Nemoria defectiva
"Simopteryx_torquataria,I_PBA21897.jpg",Simopteryx torquataria
"Rhabdatomis_laudamia,I_PBA21898.jpg",Rhabdatomis laudamia
"Phalaenophana_pyramusalis,_Dark-banded_Owlet,I_PBA21900.jpg",Phalaenophana pyramusalis
"Glena_mopsaria,I_PBA21901.jpg",Glena mopsaria
"Anisoperas_atropunctaria,I_PBA21902.jpg",Anisoperas atropunctaria
"Nematocampa_arenosa,I_PBA21904.jpg",Nematocampa arenosa
"moth_Geometridae,I_PBA21910.jpg",Geometridae
"Nepheloleuca_illiturata,I_PBA21912.jpg",Nepheloleuca illiturata
"moth_Geometridae,I_PBA21915.jpg",Geometridae
"Himeromima_aulis,I_PBA21918.jpg",Himeromima aulis
"Lobocleta_tenellata,I_PBA21920.jpg",Lobocleta tenellata
"moth_Geometridae,I_PBA21922.jpg",Geometridae
"moth_Geometridae,I_PBA21924.jpg",Geometridae
"moth_Notodontidae,I_PBA21926.jpg",Notodontidae
"moth_Geometridae,I_PBA21928.jpg",Geometridae
"moth_Geometridae,I_PBA21929.jpg",Geometridae
"Glena_mopsaria,I_PBA21930.jpg",Glena mopsaria
"Epimecis_semicompleta,I_PBA21931.jpg",Epimecis semicompleta
"Epimecis_semicompleta,I_PBA21937.jpg",Epimecis semicompleta
"moth_Geometridae,I_PBA21938.jpg",Geometridae
"moth_Crambidae,I_PBA21941.jpg",Crambidae
"moth_Geometridae,I_PBA21942.jpg",Geometridae
"Simopteryx_torquataria,I_PBA21944.jpg",Simopteryx torquataria
"Iridopsis_validaria,I_PBA21945.jpg",Iridopsis validaria
"Oospila_venezuelata,I_PBA21946.jpg",Oospila venezuelata
"Trygodes_amphion,I_PBA21947.jpg",Trygodes amphion
"Anisoperas_atropunctaria,I_PBA21948.jpg",Anisoperas atropunctaria
"moth_Crambidae,I_PBA21950.jpg",Crambidae
"Oospila_venezuelata,I_PBA21951.jpg",Oospila venezuelata
"Glena_mopsaria,I_PBA21952.jpg",Glena mopsaria
"moth_Macrodes,I_PBA21953.jpg",Macrodes
"Oospila_venezuelata,I_PBA21954.jpg",Oospila venezuelata
"moth_Geometridae,I_PBA21955.jpg",Geometridae
"Glena_mopsaria,I_PBA21956.jpg",Glena mopsaria
"Semiothisa_divergentata,I_PBA21957.jpg",Semiothisa divergentata
"moth_Notodontidae,I_PBA21958.jpg",Notodontidae
"moth_Crambidae,I_PBA21959.jpg",Crambidae
"Anisoperas_atropunctaria,I_PBA21961.jpg",Anisoperas atropunctaria
"Glena_mopsaria,I_PBA21962.jpg",Glena mopsaria
"Lobocleta_tenellata,I_PBA21963.jpg",Lobocleta tenellata
"Nemoria_aturia,I_PBA21964.jpg",Nemoria aturia
"Nemoria_vermiculata,I_PBA21965.jpg",Nemoria vermiculata
"Nematocampa_arenosa,I_PBA21967.jpg",Nematocampa arenosa
"Thysanopyga_carfinia,I_PBA21970.jpg",Thysanopyga carfinia
"Paragonia_cruraria,I_PBA21971.jpg",Paragonia cruraria
"moth_Notodontidae,I_PBA21975.jpg",Notodontidae
"moth_Notodontidae,I_PBA21976.jpg",Notodontidae
"moth_Noctuidae,I_PBA21977.jpg",Noctuidae
"Anisoperas_atropunctaria,I_PBA21980.jpg",Anisoperas atropunctaria
"Nematocampa_completa,I_PBA21981.jpg",Nematocampa completa
"moth_Notodontidae,I_PBA21982.jpg",Notodontidae
"Ametris_nitocris,I_PBA21984.jpg",Ametris nitocris
"moth_Crambidae,I_PBA21986.jpg",Crambidae
"moth_Geometridae,I_PBA21988.jpg",Geometridae
"Brachurapteryx_tesserata,I_PBA21989.jpg",Brachurapteryx tesserata
"Synchlora_dependens,I_PBA21991.jpg",Synchlora dependens
"moth_Noctuidae,I_PBA21992.jpg",Noctuidae
"moth_Noctuidae,I_PBA21995.jpg",Noctuidae
"Hampsonodes_mastoides,I_PBA21996.jpg",Hampsonodes mastoides
"Eucereon_xanthoperas,I_PBA21997.jpg",Eucereon xanthoperas
"moth_Noctuidae,I_PBA21999.jpg",Noctuidae
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA22000.jpg",Crambidia cephalica
"moth_Geometridae,I_PBA22001.jpg",Geometridae
"Trygodes_amphion,I_PBA22002.jpg",Trygodes amphion
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA22003.jpg",Afrida ydatodes
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA22006.jpg",Hymenia perspectalis
"Leptostales_crossii,I_PBA22008.jpg",Leptostales crossii
"moth_Pyralidae,I_PBA22013.jpg",Pyralidae
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA22014.jpg",Afrida ydatodes
"moth_Crambidae,I_PBA22015.jpg",Crambidae
"Lobocleta_tenellata,I_PBA22017.jpg",Lobocleta tenellata
"Patalene_aenetusaria,I_PBA22018.jpg",Patalene aenetusaria
"moth_Arctiidae,I_PBA22019.jpg",Arctiidae
"Clemensia_leopardina,I_PBA22020.jpg",Clemensia leopardina
"Meganola_bifiliferata,I_PBA22022.jpg",Meganola bifiliferata
"Ametris_nitocris,I_PBA22024.jpg",Ametris nitocris
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA22026.jpg",Crambidia cephalica
"moth_Geometridae,I_PBA22029.jpg",Geometridae
"moth_Pyralidae,I_PBA22030.jpg",Pyralidae
"Eucereon_tigrata,I_PBA22032.jpg",Eucereon tigrata
"moth_Noctuidae,I_PBA22033.jpg",Noctuidae
"moth_Arctiidae,I_PBA22034.jpg",Arctiidae
"Nemoria_vermiculata,I_PBA22035.jpg",Nemoria vermiculata
"moth_Noctuidae,I_PBA22039.jpg",Noctuidae
"Glena_mopsaria,I_PBA22040.jpg",Glena mopsaria
"Nemoria_defectiva,I_PBA22042.jpg",Nemoria defectiva
"Brachurapteryx_tesserata,I_PBA22045.jpg",Brachurapteryx tesserata
"Lobocleta_tenellata,I_PBA22047.jpg",Lobocleta tenellata
"moth_Crambidae,I_PBA22048.jpg",Crambidae
"moth_Sphingidae,I_PBA22049.jpg",Sphingidae
"Hygrochroma_olivinaria,I_PBA22051.jpg",Hygrochroma olivinaria
"Lophocampa_citrina,I_PBA22052.jpg",Lophocampa citrina
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA22053.jpg",Lophosis labeculata
"Oospila_venezuelata,I_PBA22055.jpg",Oospila venezuelata
"Nemoria_vermiculata,I_PBA22059.jpg",Nemoria vermiculata
"moth_Crambidae,I_PBA22060.jpg",Crambidae
"moth_Hemiceras,I_PBA22063.jpg",Hemiceras
"moth_Noctuidae,I_PBA22065.jpg",Noctuidae
"Tosale_aucta,I_PBA22066.jpg",Tosale aucta
"Epimecis_semicompleta,I_PBA22067.jpg",Epimecis semicompleta
"Rhabdatomis_laudamia,I_PBA22069.jpg",Rhabdatomis laudamia
"moth_Hemiceras,I_PBA22070.jpg",Hemiceras
"moth_Crambidae,I_PBA22071.jpg",Crambidae
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA22072.jpg",Afrida ydatodes
"moth_Notodontidae,I_PBA22073.jpg",Notodontidae
"moth_Hemiceras,I_PBA22074.jpg",Hemiceras
"moth_Crambidae,I_PBA22075.jpg",Crambidae
"Idalus_crinis,I_PBA22076.jpg",Idalus crinis
"Lobocleta_tenellata,I_PBA22078.jpg",Lobocleta tenellata
"Oospila_venezuelata,I_PBA22080.jpg",Oospila venezuelata
"moth_Notodontidae,I_PBA22083.jpg",Notodontidae
"Oospila_venezuelata,I_PBA22085.jpg",Oospila venezuelata
"moth_Crambidae,I_PBA22086.jpg",Crambidae
"moth_Palthis,I_PBA22092.jpg",Palthis
"Pelochyta_affinis,I_PBA22093.jpg",Pelochyta affinis
"Eucereon_centrale,I_PBA22094.jpg",Eucereon centrale
"moth_Geometridae,I_PBA22095.jpg",Geometridae
"Neotherina_imperilla,I_PBA22096.jpg",Neotherina imperilla
"moth_Notodontidae,I_PBA22099.jpg",Notodontidae
"Hygrochroma_olivinaria,I_PBA22100.jpg",Hygrochroma olivinaria
"Crambidia_myrlosea,I_PBA22101.jpg",Crambidia myrlosea
"moth_Crambidae,I_PBA22104.jpg",Crambidae
"moth_Notodontidae,I_PBA22106.jpg",Notodontidae
"Clemensia_leopardina,I_PBA22107.jpg",Clemensia leopardina
"Leptostales_crossii,I_PBA22110.jpg",Leptostales crossii
"moth_Noctuidae,I_PBA22111.jpg",Noctuidae
"Anisoperas_atropunctaria,I_PBA22112.jpg",Anisoperas atropunctaria
"moth_Notodontidae,I_PBA22113.jpg",Notodontidae
"moth_Palthis,I_PBA22115.jpg",Palthis
"moth_Noctuidae,I_PBA22117.jpg",Noctuidae
"Opharus_rudis,I_PBA22118.jpg",Opharus rudis
"moth_Crambidae,I_PBA22119.jpg",Crambidae
"moth_Noctuidae,I_PBA22122.jpg",Noctuidae
"Polypoetes_villia,I_PBA22123.jpg",Polypoetes villia
"Brachurapteryx_tesserata,I_PBA22124.jpg",Brachurapteryx tesserata
"moth_Crambidae,I_PBA22125.jpg",Crambidae
"moth_Noctuidae,I_PBA22128.jpg",Noctuidae
"Ametris_nitocris,I_PBA22129.jpg",Ametris nitocris
"Hypena_gaudialis,I_PBA22130.jpg",Hypena gaudialis
"Crambidia_myrlosea,I_PBA22135.jpg",Crambidia myrlosea
"moth_Geometridae,I_PBA22138.jpg",Geometridae
"Brabirodes_cerevia,I_PBA22140.jpg",Brabirodes cerevia
"Semaeopus_viridiplaga,I_PBA22144.jpg",Semaeopus viridiplaga
"moth_Crambidae,I_PBA22146.jpg",Crambidae
"Lobocleta_tenellata,I_PBA22147.jpg",Lobocleta tenellata
"moth_Geometridae,I_PBA22148.jpg",Geometridae
"Synchlora_astraeoides,I_PBA22150.jpg",Synchlora astraeoides
"Nemoria_vermiculata,I_PBA22151.jpg",Nemoria vermiculata
"moth_Crambidae,I_PBA22152.jpg",Crambidae
"moth_Geometridae,I_PBA22153.jpg",Geometridae
"Nemoria_aturia,I_PBA22155.jpg",Nemoria aturia
"moth_Palthis,I_PBA22157.jpg",Palthis
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA22158.jpg",Lophosis labeculata
"Opisthoxia_miletia,I_PBA22159.jpg",Opisthoxia miletia
"Metanema_bonadea,I_PBA22160.jpg",Metanema bonadea
"Oospila_venezuelata,I_PBA22161.jpg",Oospila venezuelata
"Lobocleta_tenellata,I_PBA22163.jpg",Lobocleta tenellata
"moth_Crambidae,I_PBA22164.jpg",Crambidae
"Lobocleta_tenellata,I_PBA22165.jpg",Lobocleta tenellata
"moth_Crambidae,I_PBA22166.jpg",Crambidae
"moth_Geometridae,I_PBA22167.jpg",Geometridae
"moth_Crambidae,I_PBA22168.jpg",Crambidae
"moth_Noctuidae,I_PBA22169.jpg",Noctuidae
"Nemoria_aturia,I_PBA22171.jpg",Nemoria aturia
"moth_Notodontidae,I_PBA22172.jpg",Notodontidae
"Bernathonomus_piperita,I_PBA22173.jpg",Bernathonomus piperita
"Opisthoxia_miletia,I_PBA22174.jpg",Opisthoxia miletia
"moth_Geometridae,I_PBA22177.jpg",Geometridae
"Lobocleta_tenellata,I_PBA22178.jpg",Lobocleta tenellata
"moth_Crambidae,I_PBA22179.jpg",Crambidae
"Oospila_venezuelata,I_PBA22180.jpg",Oospila venezuelata
"Lobocleta_tenellata,I_PBA22182.jpg",Lobocleta tenellata
"Semaeopus_viridiplaga,I_PBA22184.jpg",Semaeopus viridiplaga
"moth_Crambidae,I_PBA22186.jpg",Crambidae
"Lobocleta_tenellata,I_PBA22187.jpg",Lobocleta tenellata
"Glena_mopsaria,I_PBA22188.jpg",Glena mopsaria
"Lobocleta_tenellata,I_PBA22189.jpg",Lobocleta tenellata
"Nemoria_vermiculata,I_PBA22191.jpg",Nemoria vermiculata
"Lobocleta_tenellata,I_PBA22192.jpg",Lobocleta tenellata
"Lobocleta_tenellata,I_PBA22196.jpg",Lobocleta tenellata
"Herbita_amicaria,I_PBA22198.jpg",Herbita amicaria
"moth_Crambidae,I_PBA22199.jpg",Crambidae
"Lobocleta_tenellata,I_PBA22201.jpg",Lobocleta tenellata
"moth_Crambidae,I_PBA22202.jpg",Crambidae
"moth_Geometridae,I_PBA22203.jpg",Geometridae
"moth_Crambidae,I_PBA22204.jpg",Crambidae
"Trygodes_amphion,I_PBA22205.jpg",Trygodes amphion
"Hypena_hemonalis,I_PBA22207.jpg",Hypena hemonalis
"moth_Noctuidae,I_PBA22210.jpg",Noctuidae
"moth_Noctuidae,I_PBA22212.jpg",Noctuidae
"moth_Geometridae,I_PBA22214.jpg",Geometridae
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA22215.jpg",Lophosis labeculata
"moth_Crambidae,I_PBA22216.jpg",Crambidae
"Hypercompe_icasia,I_PBA22218.jpg",Hypercompe icasia
"Gonodes_liquida,I_PBA22220.jpg",Gonodes liquida
"Argyria_lacteella,_Milky_Urola_Moth,I_PBA22221.jpg",Argyria lacteella
"moth_Crambidae,I_PBA22222.jpg",Crambidae
"moth_Crambidae,I_PBA22225.jpg",Crambidae
"moth_Geometridae,I_PBA22237.jpg",Geometridae
"moth_Geometridae,I_PBA22239.jpg",Geometridae
"Clemensia_brunneomedia,I_PBA22241.jpg",Clemensia brunneomedia
"moth_Arctiidae,I_PBA22242.jpg",Arctiidae
"moth_Geometridae,I_PBA22243.jpg",Geometridae
"Iridopsis_validaria,I_PBA22244.jpg",Iridopsis validaria
"Clemensia_leopardina,I_PBA22245.jpg",Clemensia leopardina
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA22247.jpg",Afrida ydatodes
"Ametris_nitocris,I_PBA22248.jpg",Ametris nitocris
"moth_Notodontidae,I_PBA22249.jpg",Notodontidae
"Oospila_venezuelata,I_PBA22250.jpg",Oospila venezuelata
"Nephodia_auxesia,I_PBA22253.jpg",Nephodia auxesia
"Lobocleta_tenellata,I_PBA22254.jpg",Lobocleta tenellata
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA22255.jpg",Lophosis labeculata
"moth_Geometridae,I_PBA22256.jpg",Geometridae
"Oxydia_trychiata,I_PBA22259.jpg",Oxydia trychiata
"Trygodes_amphion,I_PBA22261.jpg",Trygodes amphion
"Symphlebia_pyrgion,I_PBA22263.jpg",Symphlebia pyrgion
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA22264.jpg",Lophosis labeculata
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA22265.jpg",Hymenia perspectalis
"Nematocampa_completa,I_PBA22266.jpg",Nematocampa completa
"Metanema_bonadea,I_PBA22268.jpg",Metanema bonadea
"moth_Notodontidae,I_PBA22269.jpg",Notodontidae
"Nematocampa_arenosa,I_PBA22270.jpg",Nematocampa arenosa
"Lobocleta_tenellata,I_PBA22273.jpg",Lobocleta tenellata
"moth_Notodontidae,I_PBA22275.jpg",Notodontidae
"Nephodia_auxesia,I_PBA22280.jpg",Nephodia auxesia
"Ametris_nitocris,I_PBA22281.jpg",Ametris nitocris
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA22282.jpg",Crambidia cephalica
"Phyllodonta_latrata,I_PBA22283.jpg",Phyllodonta latrata
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA22284.jpg",Lophosis labeculata
"Thysanopyga_carfinia,I_PBA22285.jpg",Thysanopyga carfinia
"moth_Noctuidae,I_PBA22287.jpg",Noctuidae
"Rhabdatomis_laudamia,I_PBA22289.jpg",Rhabdatomis laudamia
"Melese_amastris,I_PBA22291.jpg",Melese amastris
"Lobocleta_tenellata,I_PBA22293.jpg",Lobocleta tenellata
"moth_Notodontidae,I_PBA22296.jpg",Notodontidae
"moth_Geometridae,I_PBA22297.jpg",Geometridae
"moth_Notodontidae,I_PBA22298.jpg",Notodontidae
"Herbita_amicaria,I_PBA22300.jpg",Herbita amicaria
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA22301.jpg",Lophosis labeculata
"Trygodes_amphion,I_PBA22302.jpg",Trygodes amphion
"Nematocampa_completa,I_PBA22303.jpg",Nematocampa completa
"Nephodia_auxesia,I_PBA22305.jpg",Nephodia auxesia
"Metanema_bonadea,I_PBA22306.jpg",Metanema bonadea
"moth_Geometridae,I_PBA22307.jpg",Geometridae
"moth_Crambidae,I_PBA22308.jpg",Crambidae
"Hygrochroma_olivinaria,I_PBA22309.jpg",Hygrochroma olivinaria
"moth_Noctuidae,I_PBA22310.jpg",Noctuidae
"Rhabdatomis_laudamia,I_PBA22311.jpg",Rhabdatomis laudamia
"Semiothisa_divergentata,I_PBA22313.jpg",Semiothisa divergentata
"moth_Notodontidae,I_PBA22314.jpg",Notodontidae
"Lobocleta_tenellata,I_PBA22315.jpg",Lobocleta tenellata
"Rhabdatomis_laudamia,I_PBA22316.jpg",Rhabdatomis laudamia
"Clemensia_brunneomedia,I_PBA22317.jpg",Clemensia brunneomedia
"moth_Crambidae,I_PBA22319.jpg",Crambidae
"Micrathetis_dasarada,I_PBA22322.jpg",Micrathetis dasarada
"Herbita_amicaria,I_PBA22324.jpg",Herbita amicaria
"Eusarca_nemora,I_PBA22325.jpg",Eusarca nemora
"moth_Notodontidae,I_PBA22326.jpg",Notodontidae
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA22327.jpg",Hymenia perspectalis
"Lobocleta_tenellata,I_PBA22330.jpg",Lobocleta tenellata
"Lobocleta_tenellata,I_PBA22332.jpg",Lobocleta tenellata
"Trygodes_amphion,I_PBA22333.jpg",Trygodes amphion
"Lobocleta_tenellata,I_PBA22335.jpg",Lobocleta tenellata
"moth_Notodontidae,I_PBA22337.jpg",Notodontidae
"Lobocleta_tenellata,I_PBA22338.jpg",Lobocleta tenellata
"Nematocampa_completa,I_PBA22340.jpg",Nematocampa completa
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA22342.jpg",Lophosis labeculata
"Lobocleta_tenellata,I_PBA22344.jpg",Lobocleta tenellata
"Anisoperas_atropunctaria,I_PBA22345.jpg",Anisoperas atropunctaria
"moth_Arctiidae,I_PBA22348.jpg",Arctiidae
"moth_Noctuidae,I_PBA22349.jpg",Noctuidae
"moth_Crambidae,I_PBA22350.jpg",Crambidae
"moth_Crambidae,I_PBA22351.jpg",Crambidae
"Clemensia_brunneomedia,I_PBA22352.jpg",Clemensia brunneomedia
"Phalaenophana_pyramusalis,_Dark-banded_Owlet,I_PBA22353.jpg",Phalaenophana pyramusalis
"moth_Lascoria,I_PBA22354.jpg",Lascoria
"moth_Palthis,I_PBA22355.jpg",Palthis
"moth_Crambidae,I_PBA22356.jpg",Crambidae
"moth_Noctuidae,I_PBA22357.jpg",Noctuidae
"Gonodes_liquida,I_PBA22359.jpg",Gonodes liquida
"moth_Noctuidae,I_PBA22360.jpg",Noctuidae
"moth_Noctuidae,I_PBA22363.jpg",Noctuidae
"moth_Geometridae,I_PBA22364.jpg",Geometridae
"Lobocleta_tenellata,I_PBA22365.jpg",Lobocleta tenellata
"moth_Geometridae,I_PBA22367.jpg",Geometridae
"Bagisara_repanda,I_PBA22368.jpg",Bagisara repanda
"Clemensia_brunneomedia,I_PBA22369.jpg",Clemensia brunneomedia
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA22370.jpg",Afrida ydatodes
"moth_Geometridae,I_PBA22372.jpg",Geometridae
"moth_Geometridae,I_PBA22373.jpg",Geometridae
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA22374.jpg",Lophosis labeculata
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA22378.jpg",Afrida ydatodes
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA22380.jpg",Afrida ydatodes
"Phalaenophana_pyramusalis,_Dark-banded_Owlet,I_PBA22381.jpg",Phalaenophana pyramusalis
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA22383.jpg",Lophosis labeculata
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA22386.jpg",Lophosis labeculata
"moth_Arctiidae,I_PBA22387.jpg",Arctiidae
"moth_Palthis,I_PBA22390.jpg",Palthis
"Glena_mopsaria,I_PBA22392.jpg",Glena mopsaria
"moth_Crambidae,I_PBA22393.jpg",Crambidae
"moth_Pyralidae,I_PBA22394.jpg",Pyralidae
"moth_Geometridae,I_PBA22395.jpg",Geometridae
"moth_Crambidae,I_PBA22396.jpg",Crambidae
"moth_Arctiidae,I_PBA22398.jpg",Arctiidae
"moth_Geometridae,I_PBA22399.jpg",Geometridae
"moth_Noctuidae,I_PBA22401.jpg",Noctuidae
"moth_Geometridae,I_PBA22404.jpg",Geometridae
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA22405.jpg",Lophosis labeculata
"moth_Notodontidae,I_PBA22406.jpg",Notodontidae
"Himeromima_aulis,I_PBA22407.jpg",Himeromima aulis
"Clemensia_leopardina,I_PBA22408.jpg",Clemensia leopardina
"Rhabdatomis_laudamia,I_PBA22409.jpg",Rhabdatomis laudamia
"moth_Noctuidae,I_PBA22410.jpg",Noctuidae
"moth_Notodontidae,I_PBA22411.jpg",Notodontidae
"Clemensia_brunneomedia,I_PBA22412.jpg",Clemensia brunneomedia
"Lobocleta_tenellata,I_PBA22414.jpg",Lobocleta tenellata
"Himeromima_aulis,I_PBA22415.jpg",Himeromima aulis
"Nemoria_eugeniae,I_PBA22416.jpg",Nemoria eugeniae
"Clemensia_leopardina,I_PBA22418.jpg",Clemensia leopardina
"Rhabdatomis_laudamia,I_PBA22419.jpg",Rhabdatomis laudamia
"moth_Hemiceras,I_PBA22420.jpg",Hemiceras
"Rhabdatomis_laudamia,I_PBA22421.jpg",Rhabdatomis laudamia
"Himeromima_aulis,I_PBA22424.jpg",Himeromima aulis
"Nephodia_auxesia,I_PBA22425.jpg",Nephodia auxesia
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA22427.jpg",Afrida ydatodes
"Rhabdatomis_laudamia,I_PBA22428.jpg",Rhabdatomis laudamia
"moth_Noctuidae,I_PBA22430.jpg",Noctuidae
"Semaeopus_viridiplaga,I_PBA22432.jpg",Semaeopus viridiplaga
"moth_Noctuidae,I_PBA22434.jpg",Noctuidae
"Oospila_venezuelata,I_PBA22436.jpg",Oospila venezuelata
"Trygodes_amphion,I_PBA22437.jpg",Trygodes amphion
"Rhabdatomis_laudamia,I_PBA22439.jpg",Rhabdatomis laudamia
"Lobocleta_tenellata,I_PBA22440.jpg",Lobocleta tenellata
"Lobocleta_tenellata,I_PBA22443.jpg",Lobocleta tenellata
"moth_Notodontidae,I_PBA22444.jpg",Notodontidae
"moth_Noctuidae,I_PBA22445.jpg",Noctuidae
"moth_Notodontidae,I_PBA22447.jpg",Notodontidae
"Rhabdatomis_laudamia,I_PBA22451.jpg",Rhabdatomis laudamia
"Leptostales_crossii,I_PBA22452.jpg",Leptostales crossii
"Rhabdatomis_laudamia,I_PBA22453.jpg",Rhabdatomis laudamia
"Eubaphe_unicolor,I_PBA22455.jpg",Eubaphe unicolor
