Filename,Identifier,scientificName,CommonName,Comments,ScientificName
"moth_Tortricidae,I_PBA17682.jpg",I_PBA17682,Tortricidae,,,
"Eois_sp_san_luis_b,I_PBA17683.jpg",I_PBA17683,Eois sp_san_luis_b,,,
"moth_Noctuidae,I_PBA17684.jpg",I_PBA17684,Noctuidae,,,
"moth_Geometridae,I_PBA17685.jpg",I_PBA17685,Geometridae,,,
"moth_misc_micro,I_PBA17686.jpg",I_PBA17686,misc micro,,,
"moth_Noctuidae,I_PBA17687.jpg",I_PBA17687,Noctuidae,,,
"moth_Tortricidae,I_PBA17688.jpg",I_PBA17688,Tortricidae,,,
"moth,I_PBA17689.jpg",I_PBA17689,moth,,,
"moth_Noctuidae,I_PBA17690.jpg",I_PBA17690,Noctuidae,,,
"moth_Geometridae,I_PBA17691.jpg",I_PBA17691,Geometridae,,,
"moth_Tortricidae,I_PBA17692.jpg",I_PBA17692,Tortricidae,,,
"moth,I_PBA17693.jpg",I_PBA17693,moth,,,
"Crambidia_myrlosea,I_PBA17694.jpg",I_PBA17694,Crambidia myrlosea,,,
"moth_Anomis,I_PBA17695.jpg",I_PBA17695,Anomis,,,
"Eois_sp_san_luis_b,I_PBA17696.jpg",I_PBA17696,Eois sp_san_luis_b,,,
"moth_Noctuidae,I_PBA17697.jpg",I_PBA17697,Noctuidae,,,
"Artace_cribrarius,_Dot-lined_White,I_PBA17698.jpg",I_PBA17698,Artace cribrarius,Dot-lined White,,
"Idaea_sp_group_san_luis,I_PBA17699.jpg",I_PBA17699,Idaea sp_group_san_luis,,,
"Tornos_erectarius,I_PBA17700.jpg",I_PBA17700,Tornos erectarius,,,
"moth_Noctuidae,I_PBA17701.jpg",I_PBA17701,Noctuidae,,,
"moth_Tortricidae,I_PBA17702.jpg",I_PBA17702,Tortricidae,,,
"moth_Megalopygidae_-_Limacodidae,I_PBA17703.jpg",I_PBA17703,Megalopygidae - Limacodidae,,,
"Gn_sp_san_luis_1004,I_PBA17704.jpg",I_PBA17704,Gn sp_san_luis_1004,,,
"moth_Gelechiidae_Dichomeris,I_PBA17705.jpg",I_PBA17705,Gelechiidae Dichomeris,,,
"moth,I_PBA17706.jpg",I_PBA17706,moth,,,
"moth_Megalopygidae_-_Limacodidae,I_PBA17707.jpg",I_PBA17707,Megalopygidae - Limacodidae,,,
"Rhabdatomis_laudamia,I_PBA17708.jpg",I_PBA17708,Rhabdatomis laudamia,,,
"moth,I_PBA17709.jpg",I_PBA17709,moth,,,
"moth_Geometridae,I_PBA17710.jpg",I_PBA17710,Geometridae,,,
"Ormetica_taeniata--temperata,I_PBA17711.jpg",I_PBA17711,Ormetica taeniata--temperata,,,
"moth_Geometridae,I_PBA17712.jpg",I_PBA17712,Geometridae,,,
"insect,I_PBA17713.jpg",I_PBA17713,insect,,,
"moth_Geometridae,I_PBA17714.jpg",I_PBA17714,Geometridae,,,
"moth,I_PBA17715.jpg",I_PBA17715,moth,,,
"moth,I_PBA17716.jpg",I_PBA17716,moth,,,
"Oospila_venezuelata,I_PBA17717.jpg",I_PBA17717,Oospila venezuelata,,,
"Himeromima_aulis,I_PBA17718.jpg",I_PBA17718,Himeromima aulis,,,
"moth_misc_micro,I_PBA17719.jpg",I_PBA17719,misc micro,,,
"moth_Noctuidae_delta,I_PBA17720.jpg",I_PBA17720,Noctuidae delta,,,
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA17721.jpg",I_PBA17721,Afrida ydatodes,Dyars Lichen Moth,,
"moth_Geometridae,I_PBA17722.jpg",I_PBA17722,Geometridae,,,
"moth,I_PBA17723.jpg",I_PBA17723,moth,,,
"Iridopsis_lurida--oberthuri--herse,I_PBA17724.jpg",I_PBA17724,Iridopsis lurida--oberthuri--herse,,,
"Oospila_venezuelata,I_PBA17725.jpg",I_PBA17725,Oospila venezuelata,,,
"moth_Tortricidae,I_PBA17726.jpg",I_PBA17726,Tortricidae,,,
"moth,I_PBA17727.jpg",I_PBA17727,moth,,,
"moth,I_PBA17728.jpg",I_PBA17728,moth,,,
"moth_Notodontidae,I_PBA17729.jpg",I_PBA17729,Notodontidae,,,
"moth_Blastobasidae,I_PBA17730.jpg",I_PBA17730,Blastobasidae,,,
"Pheia_elegans,I_PBA17731.jpg",I_PBA17731,Pheia elegans,,,
"moth_Notodontidae,I_PBA17732.jpg",I_PBA17732,Notodontidae,,,
"moth_Noctuidae,I_PBA17733.jpg",I_PBA17733,Noctuidae,,,
"moth_new_species,I_PBA17734.jpg",I_PBA17734,new species,,,
"Micrathetis_dasarada,I_PBA17735.jpg",I_PBA17735,Micrathetis dasarada,,,
"moth,I_PBA17736.jpg",I_PBA17736,moth,,,
"moth_Noctuidae,I_PBA17737.jpg",I_PBA17737,Noctuidae,,,
"Micrathetis_dasarada,I_PBA17738.jpg",I_PBA17738,Micrathetis dasarada,,,
"Tosale_oviplagalis,_Dimorphic_Tosale_Moth,I_PBA17739.jpg",I_PBA17739,Tosale oviplagalis,Dimorphic Tosale Moth,,
"Micrathetis_dasarada,I_PBA17740.jpg",I_PBA17740,Micrathetis dasarada,,,
"moth_Tortricidae,I_PBA17741.jpg",I_PBA17741,Tortricidae,,,
"Micrathetis_dasarada,I_PBA17742.jpg",I_PBA17742,Micrathetis dasarada,,,
"Gn_sp_san_luis_1028,I_PBA17743.jpg",I_PBA17743,Gn_sp_san_luis_1028,,,
"Eois_sp_san_luis_b,I_PBA17744.jpg",I_PBA17744,Eois sp_san_luis_b,,,
"moth,I_PBA17745.jpg",I_PBA17745,moth,,,
"moth,I_PBA17746.jpg",I_PBA17746,moth,,,
"Glena_mopsaria,I_PBA17747.jpg",I_PBA17747,Glena mopsaria,,,
"moth_Notodontidae,I_PBA17748.jpg",I_PBA17748,Notodontidae,,,
"moth_Tortricidae,I_PBA17749.jpg",I_PBA17749,Tortricidae,,,
"Glena_mopsaria,I_PBA17750.jpg",I_PBA17750,Glena mopsaria,,,
"moth,I_PBA17751.jpg",I_PBA17751,moth,,,
"Melanolophia_sp_san_luis,I_PBA17752.jpg",I_PBA17752,Melanolophia sp_san_luis,,,
"moth,I_PBA17753.jpg",I_PBA17753,moth,,,
"insect,I_PBA17754.jpg",I_PBA17754,insect,,,
"moth,I_PBA17756.jpg",I_PBA17756,moth,,,
"moth_Crambidae,I_PBA17757.jpg",I_PBA17757,Crambidae,,,
"moth,I_PBA17758.jpg",I_PBA17758,moth,,,
"light,I_PBA17759.jpg",I_PBA17759,light,,,
"insect,I_PBA17760.jpg",I_PBA17760,insect,,,
"Brachurapteryx_tesserata,I_PBA17762.jpg",I_PBA17762,Brachurapteryx tesserata,,,
"moth_Geometridae,I_PBA17763.jpg",I_PBA17763,Geometridae,,,
"Antiblemma_pira,I_PBA17764.jpg",I_PBA17764,Antiblemma pira,,,
"moth_Notodontidae,I_PBA17765.jpg",I_PBA17765,Notodontidae,,,
"moth_Geometridae,I_PBA17766.jpg",I_PBA17766,Geometridae,,,
"Eois_sp_san_luis_b,I_PBA17767.jpg",I_PBA17767,Eois sp_san_luis_b,,,
"Gn_sp_san_luis_1004,I_PBA17768.jpg",I_PBA17768,Gn sp_san_luis_1004,,,
"insect,I_PBA17769.jpg",I_PBA17769,insect,,,
"Bagisara_patula,I_PBA17770.jpg",I_PBA17770,Bagisara patula,,,
"moth_Oecophoridae,I_PBA17771.jpg",I_PBA17771,Oecophoridae,,,
"Anisoperas_lurida,I_PBA17772.jpg",I_PBA17772,Anisoperas lurida,,,
"Oospila_venezuelata,I_PBA17773.jpg",I_PBA17773,Oospila venezuelata,,,
"moth_todo,I_PBA17774.jpg",I_PBA17774,todo,,,
"Anisoperas_atropunctaria,I_PBA17775.jpg",I_PBA17775,Anisoperas atropunctaria,,,
"moth_species_group2,I_PBA17776.jpg",I_PBA17776,species group2,,,
"Anisoperas_lurida,I_PBA17777.jpg",I_PBA17777,Anisoperas lurida,,,
"Himeromima_aulis,I_PBA17778.jpg",I_PBA17778,Himeromima aulis,,,
"moth,I_PBA17779.jpg",I_PBA17779,moth,,,
"moth,I_PBA17780.jpg",I_PBA17780,moth,,,
"Iridopsis_lurida--oberthuri--herse,I_PBA17781.jpg",I_PBA17781,Iridopsis lurida--oberthuri--herse,,,
"Cell_phone,I_PBA17782.jpg",I_PBA17782,Cell phone,,,
"light,I_PBA17783.jpg",I_PBA17783,light,,,
"insect,I_PBA17784.jpg",I_PBA17784,insect,,,
"Meganola_sp_san_luis_b,I_PBA17785.jpg",I_PBA17785,Meganola sp_san_luis_b,,,
"moth_Notodontidae,I_PBA17786.jpg",I_PBA17786,Notodontidae,,,
"Thysanopyga_carfinia,I_PBA17787.jpg",I_PBA17787,Thysanopyga carfinia,,,
"Phyllodonta_latrata,I_PBA17788.jpg",I_PBA17788,Phyllodonta latrata,,,
"insect,I_PBA17789.jpg",I_PBA17789,insect,,,
"Micrathetis_dasarada,I_PBA17790.jpg",I_PBA17790,Micrathetis dasarada,,,
"moth_Notodontidae,I_PBA17791.jpg",I_PBA17791,Notodontidae,,,
"insect,I_PBA17792.jpg",I_PBA17792,insect,,,
"moth_Palthis,I_PBA17793.jpg",I_PBA17793,Palthis,,,
"moth,I_PBA17794.jpg",I_PBA17794,moth,,,
"Gn_sp_san_luis_1004,I_PBA17795.jpg",I_PBA17795,Gn sp_san_luis_1004,,,
"Opharus_rudis,I_PBA17796.jpg",I_PBA17796,Opharus rudis,,,
"moth,I_PBA17797.jpg",I_PBA17797,moth,,,
"Glena_mopsaria,I_PBA17798.jpg",I_PBA17798,Glena mopsaria,,,
"Dysschema_leucophaea,I_PBA17799.jpg",I_PBA17799,Dysschema leucophaea,,,
"moth_Notodontidae,I_PBA17800.jpg",I_PBA17800,Notodontidae,,,
"moth_Arctiidae,I_PBA17801.jpg",I_PBA17801,Arctiidae,,,
"moth_Noctuidae,I_PBA17802.jpg",I_PBA17802,Noctuidae,,,
"Nephodia_auxesia,I_PBA17803.jpg",I_PBA17803,Nephodia auxesia,,,
"Eois_sp_san_luis_b,I_PBA17804.jpg",I_PBA17804,Eois sp_san_luis_b,,,
"Glena_mopsaria,I_PBA17805.jpg",I_PBA17805,Glena mopsaria,,,
"moth_Geometridae,I_PBA17806.jpg",I_PBA17806,Geometridae,,,
"Phrudocentra_trimaculata,I_PBA17807.jpg",I_PBA17807,Phrudocentra trimaculata,,,
"Synchlora_dependens,I_PBA17808.jpg",I_PBA17808,Synchlora dependens,,,
"moth,I_PBA17809.jpg",I_PBA17809,moth,,,
"moth,I_PBA17810.jpg",I_PBA17810,moth,,,
"Clemensia_cincinnata,I_PBA17811.jpg",I_PBA17811,Clemensia cincinnata,,,
"Synchlora_gerularia,I_PBA17812.jpg",I_PBA17812,Synchlora gerularia,,,
"moth_Tortricidae,I_PBA17813.jpg",I_PBA17813,Tortricidae,,,
"moth_emerald,I_PBA17814.jpg",I_PBA17814,emerald,,,
"moth_Noctuidae,I_PBA17815.jpg",I_PBA17815,Noctuidae,,,
"moth,I_PBA17816.jpg",I_PBA17816,moth,,,
"moth,I_PBA17817.jpg",I_PBA17817,moth,,,
"moth_Tortricidae,I_PBA17818.jpg",I_PBA17818,Tortricidae,,,
"moth,I_PBA17819.jpg",I_PBA17819,moth,,,
"Clemensia_leopardina,I_PBA17820.jpg",I_PBA17820,Clemensia leopardina,,,
"moth_Geometridae,I_PBA17821.jpg",I_PBA17821,Geometridae,,,
"Zale_peruncta,I_PBA17822.jpg",I_PBA17822,Zale peruncta,,,
"Eois_sp_san_luis_b,I_PBA17823.jpg",I_PBA17823,Eois sp_san_luis_b,,,
"moth_Noctuidae,I_PBA17824.jpg",I_PBA17824,Noctuidae,,,
"Micrathetis_dasarada,I_PBA17825.jpg",I_PBA17825,Micrathetis dasarada,,,
"moth,I_PBA17826.jpg",I_PBA17826,moth,,,
"insect,I_PBA17827.jpg",I_PBA17827,insect,,,
"Nemoria_vermiculata,I_PBA17828.jpg",I_PBA17828,Nemoria vermiculata,,,
"moth,I_PBA17829.jpg",I_PBA17829,moth,,,
"Glena_mopsaria,I_PBA17830.jpg",I_PBA17830,Glena mopsaria,,,
"moth,I_PBA17831.jpg",I_PBA17831,moth,,,
"moth,I_PBA17832.jpg",I_PBA17832,moth,,,
"Eois_sp_san_luis_b,I_PBA17833.jpg",I_PBA17833,Eois sp_san_luis_b,,,
"moth_Sphingidae,I_PBA17834.jpg",I_PBA17834,Sphingidae,,,
"Oospila_athena,I_PBA17835.jpg",I_PBA17835,Oospila athena,,,
"Clemensia_brunneomedia,I_PBA17836.jpg",I_PBA17836,Clemensia brunneomedia,,,
"moth_Tortricidae,I_PBA17837.jpg",I_PBA17837,Tortricidae,,,
"Himeromima_aulis,I_PBA17838.jpg",I_PBA17838,Himeromima aulis,,,
"Eucereon_sp_san_luis_a,I_PBA17839.jpg",I_PBA17839,Eucereon sp_san_luis_a,,,
"Glena_mopsaria,I_PBA17840.jpg",I_PBA17840,Glena mopsaria,,,
"moth_Megalopygidae_-_Limacodidae,I_PBA17841.jpg",I_PBA17841,Megalopygidae - Limacodidae,,,
"Macrocneme_iole,I_PBA17842.jpg",I_PBA17842,Macrocneme iole,,,
"moth_Notodontidae,I_PBA17843.jpg",I_PBA17843,Notodontidae,,,
"moth_Tortricidae,I_PBA17844.jpg",I_PBA17844,Tortricidae,,,
"insect,I_PBA17845.jpg",I_PBA17845,insect,,,
"moth_Noctuidae,I_PBA17846.jpg",I_PBA17846,Noctuidae,,,
"Micrathetis_dasarada,I_PBA17847.jpg",I_PBA17847,Micrathetis dasarada,,,
"Rhabdatomis_laudamia,I_PBA17848.jpg",I_PBA17848,Rhabdatomis laudamia,,,
"Eois_sp_san_luis_b,I_PBA17849.jpg",I_PBA17849,Eois sp_san_luis_b,,,
"Melanolophia_sp_san_luis,I_PBA17850.jpg",I_PBA17850,Melanolophia sp_san_luis,,,
"moth_Notodontidae,I_PBA17851.jpg",I_PBA17851,Notodontidae,,,
"Nematocampa_completa,I_PBA17852.jpg",I_PBA17852,Nematocampa completa,,,
"moth_Noctuidae,I_PBA17853.jpg",I_PBA17853,Noctuidae,,,
"moth_Geometridae,I_PBA17854.jpg",I_PBA17854,Geometridae,,,
"Micrathetis_dasarada,I_PBA17855.jpg",I_PBA17855,Micrathetis dasarada,,,
"moth_Crambidae,I_PBA17856.jpg",I_PBA17856,Crambidae,,,
"Clemensia_brunneomedia,I_PBA17857.jpg",I_PBA17857,Clemensia brunneomedia,,,
"Micrathetis_dasarada,I_PBA17858.jpg",I_PBA17858,Micrathetis dasarada,,,
"moth_new_species,I_PBA17859.jpg",I_PBA17859,new species,,,
"moth_Macrodes,I_PBA17860.jpg",I_PBA17860,Macrodes,,,
"Glena_mopsaria,I_PBA17861.jpg",I_PBA17861,Glena mopsaria,,,
"moth_Geometridae,I_PBA17862.jpg",I_PBA17862,Geometridae,,,
"moth,I_PBA17863.jpg",I_PBA17863,moth,,,
"moth_Palthis,I_PBA17864.jpg",I_PBA17864,Palthis,,,
"moth_Megalopygidae_-_Limacodidae,I_PBA17865.jpg",I_PBA17865,Megalopygidae - Limacodidae,,,
"Nephodia_auxesia,I_PBA17866.jpg",I_PBA17866,Nephodia auxesia,,,
"Nematocampa_completa,I_PBA17867.jpg",I_PBA17867,Nematocampa completa,,,
"Rhabdatomis_laudamia,I_PBA17868.jpg",I_PBA17868,Rhabdatomis laudamia,,,
"moth_Noctuidae,I_PBA17869.jpg",I_PBA17869,Noctuidae,,,
"moth_misc_micro,I_PBA17870.jpg",I_PBA17870,misc micro,,,
"Clemensia_leopardina,I_PBA17871.jpg",I_PBA17871,Clemensia leopardina,,,
"insect,I_PBA17872.jpg",I_PBA17872,insect,,,
"Nephodia_auxesia,I_PBA17873.jpg",I_PBA17873,Nephodia auxesia,,,
"Rhabdatomis_laudamia,I_PBA17874.jpg",I_PBA17874,Rhabdatomis laudamia,,,
"moth_Noctuidae_delta,I_PBA17875.jpg",I_PBA17875,Noctuidae delta,,,
"insect,I_PBA17876.jpg",I_PBA17876,insect,,,
"Synchlora_astraeoides,I_PBA17877.jpg",I_PBA17877,Synchlora astraeoides,,,
"light,I_PBA17878.jpg",I_PBA17878,light,,,
"Crambidia_myrlosea,I_PBA17879.jpg",I_PBA17879,Crambidia myrlosea,,,
"moth_species_group2,I_PBA17880.jpg",I_PBA17880,species group2,,,
"moth_Notodontidae,I_PBA17881.jpg",I_PBA17881,Notodontidae,,,
"Nemoria_defectiva,I_PBA17882.jpg",I_PBA17882,Nemoria defectiva,,,
"Macaria_delia,I_PBA17883.jpg",I_PBA17883,Macaria delia,,,
"Anisoperas_atropunctaria,I_PBA17884.jpg",I_PBA17884,Anisoperas atropunctaria,,,
"insect,I_PBA17885.jpg",I_PBA17885,insect,,,
"Phyllodonta_latrata,I_PBA17886.jpg",I_PBA17886,Phyllodonta latrata,,,
"Eucereon_tigrata,I_PBA17887.jpg",I_PBA17887,Eucereon tigrata,,,
"Phyllodonta_latrata,I_PBA17888.jpg",I_PBA17888,Phyllodonta latrata,,,
"Brachurapteryx_tesserata,I_PBA17889.jpg",I_PBA17889,Brachurapteryx tesserata,,,
"Nemoria_defectiva,I_PBA17890.jpg",I_PBA17890,Nemoria defectiva,,,
"moth_Geometridae,I_PBA17891.jpg",I_PBA17891,Geometridae,,,
"Phrudocentra_trimaculata,I_PBA17892.jpg",I_PBA17892,Phrudocentra trimaculata,,,
"Dyspteris_tenuivitta,I_PBA17893.jpg",I_PBA17893,Dyspteris tenuivitta,,,
"insect,I_PBA17894.jpg",I_PBA17894,insect,,,
"moth,I_PBA17895.jpg",I_PBA17895,moth,,,
"moth_Tortricidae,I_PBA17896.jpg",I_PBA17896,Tortricidae,,,
"moth_Geometridae,I_PBA17897.jpg",I_PBA17897,Geometridae,,,
"moth_Geometridae,I_PBA17898.jpg",I_PBA17898,Geometridae,,,
"moth_Megalopygidae_-_Limacodidae,I_PBA17899.jpg",I_PBA17899,Megalopygidae - Limacodidae,,,
"Gn_sp_san_luis_1003,I_PBA17900.jpg",I_PBA17900,Gn sp_san_luis_1003,,,
"Hygrochroma_olivinaria,I_PBA17901.jpg",I_PBA17901,Hygrochroma olivinaria,,,
"moth,I_PBA17902.jpg",I_PBA17902,moth,,,
"moth_Saturniidae,I_PBA17903.jpg",I_PBA17903,Saturniidae,,,
"Gn_sp_san_luis_1028,I_PBA17904.jpg",I_PBA17904,Gn sp_san_luis_1028,,,
"Trygodes_amphion,I_PBA17905.jpg",I_PBA17905,Trygodes amphion,,,
"moth_Geometridae,I_PBA17906.jpg",I_PBA17906,Geometridae,,,
"Clemensia_brunneomedia,I_PBA17907.jpg",I_PBA17907,Clemensia brunneomedia,,,
"moth_Crambidae,I_PBA17908.jpg",I_PBA17908,Crambidae,,,
"Xenosoma_flavicedes,I_PBA17909.jpg",I_PBA17909,Xenosoma flavicedes,,,
"moth,I_PBA17910.jpg",I_PBA17910,moth,,,
"Gn_sp_san_luis_1004,I_PBA17911.jpg",I_PBA17911,Gn sp_san_luis_1004,,,
"Pyrinia_selecta,I_PBA17912.jpg",I_PBA17912,Pyrinia selecta,,,
"moth_Noctuidae,I_PBA17913.jpg",I_PBA17913,Noctuidae,,,
"Phyllodonta_latrata,I_PBA17914.jpg",I_PBA17914,Phyllodonta latrata,,,
"moth_Geometridae,I_PBA17915.jpg",I_PBA17915,Geometridae,,,
"Nematocampa_completa,I_PBA17916.jpg",I_PBA17916,Nematocampa completa,,,
"Anisoperas_lurida,I_PBA17917.jpg",I_PBA17917,Anisoperas lurida,,,
"Rhabdatomis_laudamia,I_PBA17918.jpg",I_PBA17918,Rhabdatomis laudamia,,,
"Brabirodes_cerevia,I_PBA17919.jpg",I_PBA17919,Brabirodes cerevia,,,
"Herbita_amicaria,I_PBA17920.jpg",I_PBA17920,Herbita amicaria,,,
"Cyphoedma_transvolutata,I_PBA17921.jpg",I_PBA17921,Cyphoedma transvolutata,,,
"Cyphoedma_transvolutata,I_PBA17922.jpg",I_PBA17922,Cyphoedma transvolutata,,,
"Herminodes_sp_san_luis_a,I_PBA17923.jpg",I_PBA17923,Herminodes sp_san_luis_a,,,
"Phyllodonta_latrata,I_PBA17924.jpg",I_PBA17924,Phyllodonta latrata,,,
"Lomographa_argentata,I_PBA17925.jpg",I_PBA17925,Lomographa argentata,,,
"Nematocampa_completa,I_PBA17926.jpg",I_PBA17926,Nematocampa completa,,,
"Eupithecia_sp_group_san_luis,I_PBA17927.jpg",I_PBA17927,Eupithecia sp_group_san_luis,,,
"insect,I_PBA17928.jpg",I_PBA17928,insect,,,
"moth_Geometridae,I_PBA17929.jpg",I_PBA17929,Geometridae,,,
"Nemoria_defectiva,I_PBA17930.jpg",I_PBA17930,Nemoria defectiva,,,
"Anisoperas_lurida,I_PBA17931.jpg",I_PBA17931,Anisoperas lurida,,,
"Oospila_venezuelata,I_PBA17932.jpg",I_PBA17932,Oospila venezuelata,,,
"moth,I_PBA17933.jpg",I_PBA17933,moth,,,
"Semaeopus_viridiplaga,I_PBA17934.jpg",I_PBA17934,Semaeopus viridiplaga,,,
"moth_Crambidae,I_PBA17935.jpg",I_PBA17935,Crambidae,,,
"moth_Oecophoridae,I_PBA17936.jpg",I_PBA17936,Oecophoridae,,,
"moth_Tortricidae,I_PBA17937.jpg",I_PBA17937,Tortricidae,,,
"Phyllodonta_latrata,I_PBA17938.jpg",I_PBA17938,Phyllodonta latrata,,,
"Oxydia_trychiata,I_PBA17939.jpg",I_PBA17939,Oxydia trychiata,,,
"moth_Megalopygidae_-_Limacodidae,I_PBA17940.jpg",I_PBA17940,Megalopygidae - Limacodidae,,,
"Oxydia_trychiata,I_PBA17941.jpg",I_PBA17941,Oxydia trychiata,,,
"Nemoria_defectiva,I_PBA17942.jpg",I_PBA17942,Nemoria defectiva,,,
"moth_Notodontidae,I_PBA17943.jpg",I_PBA17943,Notodontidae,,,
"Dysschema_mariamne,I_PBA17944.jpg",I_PBA17944,Dysschema mariamne,,,
"moth,I_PBA17945.jpg",I_PBA17945,moth,,,
"Metanema_bonadea,I_PBA17946.jpg",I_PBA17946,Metanema bonadea,,,
"Gn_sp_san_luis_1011,I_PBA17947.jpg",I_PBA17947,Gn sp_san_luis_1011,,,
"Paragonia_cruraria,I_PBA17948.jpg",I_PBA17948,Paragonia cruraria,,,
"truebug,I_PBA17949.jpg",I_PBA17949,truebug,,,
"Synchlora_gerularia,I_PBA17950.jpg",I_PBA17950,Synchlora gerularia,,,
"Ametris_nitocris,I_PBA17951.jpg",I_PBA17951,Ametris nitocris,,,
"moth_Geometridae,I_PBA17952.jpg",I_PBA17952,Geometridae,,,
"Metanema_bonadea,I_PBA17953.jpg",I_PBA17953,Metanema bonadea,,,
"Nemoria_vermiculata,I_PBA17954.jpg",I_PBA17954,Nemoria vermiculata,,,
"Meganola_sp_san_luis_b,I_PBA17955.jpg",I_PBA17955,Meganola sp_san_luis_b,,,
"moth_Oecophoridae,I_PBA17956.jpg",I_PBA17956,Oecophoridae,,,
"moth_Crambidae,I_PBA17957.jpg",I_PBA17957,Crambidae,,,
"moth_Geometridae,I_PBA17958.jpg",I_PBA17958,Geometridae,,,
"moth,I_PBA17959.jpg",I_PBA17959,moth,,,
"Brachurapteryx_tesserata,I_PBA17960.jpg",I_PBA17960,Brachurapteryx tesserata,,,
"moth,I_PBA17961.jpg",I_PBA17961,moth,,,
"insect,I_PBA17962.jpg",I_PBA17962,insect,,,
"Phyllodonta_latrata,I_PBA17963.jpg",I_PBA17963,Phyllodonta latrata,,,
"moth,I_PBA17964.jpg",I_PBA17964,moth,,,
"moth_Pyralidae,I_PBA17965.jpg",I_PBA17965,Pyralidae,,,
"moth_Notodontidae,I_PBA17966.jpg",I_PBA17966,Notodontidae,,,
"insect,I_PBA17967.jpg",I_PBA17967,insect,,,
"Nematocampa_completa,I_PBA17968.jpg",I_PBA17968,Nematocampa completa,,,
"moth_Oecophoridae,I_PBA17969.jpg",I_PBA17969,Oecophoridae,,,
"moth_Pyralidae,I_PBA17970.jpg",I_PBA17970,Pyralidae,,,
"Gn_sp_san_luis_1004,I_PBA17971.jpg",I_PBA17971,Gn sp_san_luis_1004,,,
"moth_Notodontidae,I_PBA17972.jpg",I_PBA17972,Notodontidae,,,
"insect,I_PBA17973.jpg",I_PBA17973,insect,,,
"moth,I_PBA17974.jpg",I_PBA17974,moth,,,
"Viviennea_ardesiaca,I_PBA17975.jpg",I_PBA17975,Viviennea ardesiaca,,,
"Phyllodonta_latrata,I_PBA17976.jpg",I_PBA17976,Phyllodonta latrata,,,
"moth_Saturniidae,I_PBA17977.jpg",I_PBA17977,Saturniidae,,,
"Phyllodonta_latrata,I_PBA17978.jpg",I_PBA17978,Phyllodonta latrata,,,
"moth_Saturniidae,I_PBA17979.jpg",I_PBA17979,Saturniidae,,,
"moth_Saturniidae,I_PBA17980.jpg",I_PBA17980,Saturniidae,,,
"Nephodia_auxesia,I_PBA17981.jpg",I_PBA17981,Nephodia auxesia,,,
"moth,I_PBA17982.jpg",I_PBA17982,moth,,,
"Crinodes_schausi,I_PBA17983.jpg",I_PBA17983,Crinodes schausi,,,
"moth_Geometridae,I_PBA17984.jpg",I_PBA17984,Geometridae,,,
"Gn_sp_san_luis_1014,I_PBA17985.jpg",I_PBA17985,Gn_sp_san_luis_1014,,,
"Iridopsis_lurida--oberthuri--herse,I_PBA17986.jpg",I_PBA17986,Iridopsis lurida--oberthuri--herse,,,
"Phyllodonta_latrata,I_PBA17987.jpg",I_PBA17987,Phyllodonta latrata,,,
"moth_Gelechiidae_Dichomeris,I_PBA17988.jpg",I_PBA17988,Gelechiidae Dichomeris,,,
"moth_misc_micro,I_PBA17989.jpg",I_PBA17989,misc micro,,,
"moth_Oecophoridae,I_PBA17990.jpg",I_PBA17990,Oecophoridae,,,
"moth_Notodontidae,I_PBA17991.jpg",I_PBA17991,Notodontidae,,,
"moth,I_PBA17992.jpg",I_PBA17992,moth,,,
"moth_Oecophoridae,I_PBA17993.jpg",I_PBA17993,Oecophoridae,,,
"moth_Notodontidae,I_PBA17994.jpg",I_PBA17994,Notodontidae,,,
"moth_Noctuidae,I_PBA17995.jpg",I_PBA17995,Noctuidae,,,
"moth_Notodontidae,I_PBA17996.jpg",I_PBA17996,Notodontidae,,,
"Nemoria_aturia,I_PBA17997.jpg",I_PBA17997,Nemoria aturia,,,
"moth_Crambidae,I_PBA17998.jpg",I_PBA17998,Crambidae,,,
"moth_Noctuidae,I_PBA17999.jpg",I_PBA17999,Noctuidae,,,
"moth,I_PBA18000.jpg",I_PBA18000,moth,,,
"moth_Noctuidae,I_PBA18001.jpg",I_PBA18001,Noctuidae,,,
"Phrudocentra_opaca,I_PBA18002.jpg",I_PBA18002,Phrudocentra opaca,,,
"moth_Megalopygidae_-_Limacodidae,I_PBA18003.jpg",I_PBA18003,Megalopygidae - Limacodidae,,,
"Ptychamalia_sp_san_luis_a,I_PBA18004.jpg",I_PBA18004,Ptychamalia sp_san_luis_a,,,
"Gn_sp_san_luis_1003,I_PBA18005.jpg",I_PBA18005,Gn sp_san_luis_1003,,,
"moth_Crambidae,I_PBA18006.jpg",I_PBA18006,Crambidae,,,
"Gn_sp_san_luis_1014,I_PBA18007.jpg",I_PBA18007,Gn_sp_san_luis_1014,,,
"moth_Pyralidae,I_PBA18008.jpg",I_PBA18008,Pyralidae,,,
"Phyllodonta_latrata,I_PBA18009.jpg",I_PBA18009,Phyllodonta latrata,,,
"moth_Saturniidae,I_PBA18010.jpg",I_PBA18010,Saturniidae,,,
"Gn_sp_san_luis_1014,I_PBA18011.jpg",I_PBA18011,Gn sp_san_luis_1014,,,
"Orthofidonia_sp_san_luis_a,I_PBA18012.jpg",I_PBA18012,Orthofidonia sp_san_luis_a,,,
