Filename,scientificName
"Hyalurga_sora,I_PBA21158.jpg",Hyalurga sora
"Trygodes_amphion,I_PBA21159.jpg",Trygodes amphion
"Brachurapteryx_tesserata,I_PBA21161.jpg",Brachurapteryx tesserata
"Himeromima_aulis,I_PBA21165.jpg",Himeromima aulis
"Nepheloleuca_politia,I_PBA21169.jpg",Nepheloleuca politia
"Prochoerodes_pilosa,I_PBA21170.jpg",Prochoerodes pilosa
"Sphacelodes_vulneraria,I_PBA21179.jpg",Sphacelodes vulneraria
"Crinodes_ritsemae,I_PBA21190.jpg",Crinodes ritsemae
"Cosmosoma_impudica,I_PBA21192.jpg",Cosmosoma impudica
"Lobocleta_tenellata,I_PBA21193.jpg",Lobocleta tenellata
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA21194.jpg",Crambidia cephalica
"Lobocleta_tenellata,I_PBA21199.jpg",Lobocleta tenellata
"Nepheloleuca_illiturata,I_PBA21207.jpg",Nepheloleuca illiturata
"Sericoptera_mahometaria,I_PBA21208.jpg",Sericoptera mahometaria
"Brachurapteryx_tesserata,I_PBA21209.jpg",Brachurapteryx tesserata
"Brachurapteryx_tesserata,I_PBA21212.jpg",Brachurapteryx tesserata
"Lobocleta_tenellata,I_PBA21216.jpg",Lobocleta tenellata
"Himeromima_aulis,I_PBA21217.jpg",Himeromima aulis
"Prochoerodes_pilosa,I_PBA21218.jpg",Prochoerodes pilosa
"Nematocampa_completa,I_PBA21219.jpg",Nematocampa completa
"Lobocleta_tenellata,I_PBA21222.jpg",Lobocleta tenellata
"Synchlora_dependens,I_PBA21223.jpg",Synchlora dependens
"Glena_mopsaria,I_PBA21225.jpg",Glena mopsaria
"Synchlora_dependens,I_PBA21229.jpg",Synchlora dependens
"Eucereon_tigrata,I_PBA21232.jpg",Eucereon tigrata
"Himeromima_aulis,I_PBA21235.jpg",Himeromima aulis
"Leuciris_fimbriaria,I_PBA21236.jpg",Leuciris fimbriaria
"Clemensia_leopardina,I_PBA21242.jpg",Clemensia leopardina
"Himeromima_aulis,I_PBA21243.jpg",Himeromima aulis
"Symphlebia_ipsea,I_PBA21247.jpg",Symphlebia ipsea
"Symphlebia_pyrgion,I_PBA21258.jpg",Symphlebia pyrgion
"Crambidia_myrlosea,I_PBA21260.jpg",Crambidia myrlosea
"Rhabdatomis_laudamia,I_PBA21261.jpg",Rhabdatomis laudamia
"Rhabdatomis_laudamia,I_PBA21268.jpg",Rhabdatomis laudamia
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA21270.jpg",Hymenia perspectalis
"Nephodia_auxesia,I_PBA21278.jpg",Nephodia auxesia
"Nemoria_vermiculata,I_PBA21280.jpg",Nemoria vermiculata
"Opisthoxia_miletia,I_PBA21281.jpg",Opisthoxia miletia
"Nemoria_vermiculata,I_PBA21282.jpg",Nemoria vermiculata
"Himeromima_aulis,I_PBA21287.jpg",Himeromima aulis
"Oospila_venezuelata,I_PBA21292.jpg",Oospila venezuelata
"Glena_mopsaria,I_PBA21295.jpg",Glena mopsaria
"Paragonia_cruraria,I_PBA21296.jpg",Paragonia cruraria
"Crambidia_myrlosea,I_PBA21301.jpg",Crambidia myrlosea
"Iridopsis_validaria,I_PBA21302.jpg",Iridopsis validaria
"Lobocleta_tenellata,I_PBA21303.jpg",Lobocleta tenellata
"Neotherina_imperilla,I_PBA21306.jpg",Neotherina imperilla
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA21307.jpg",Hymenia perspectalis
"Crambidia_myrlosea,I_PBA21308.jpg",Crambidia myrlosea
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA21313.jpg",Afrida ydatodes
"Nematocampa_completa,I_PBA21321.jpg",Nematocampa completa
"Oospila_venezuelata,I_PBA21324.jpg",Oospila venezuelata
"Hymenomima_umbelularia,I_PBA21325.jpg",Hymenomima umbelularia
"Oospila_venezuelata,I_PBA21332.jpg",Oospila venezuelata
"Oospila_venezuelata,I_PBA21334.jpg",Oospila venezuelata
"Rhabdatomis_laudamia,I_PBA21336.jpg",Rhabdatomis laudamia
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA21337.jpg",Lophosis labeculata
"Oospila_venezuelata,I_PBA21338.jpg",Oospila venezuelata
"Symphlebia_pyrgion,I_PBA21339.jpg",Symphlebia pyrgion
"Micrathetis_dasarada,I_PBA21340.jpg",Micrathetis dasarada
"Crambidia_myrlosea,I_PBA21344.jpg",Crambidia myrlosea
"Lobocleta_tenellata,I_PBA21345.jpg",Lobocleta tenellata
"Semaeopus_viridiplaga,I_PBA21349.jpg",Semaeopus viridiplaga
"Nephodia_auxesia,I_PBA21352.jpg",Nephodia auxesia
"Simopteryx_torquataria,I_PBA21354.jpg",Simopteryx torquataria
"Oospila_venezuelata,I_PBA21356.jpg",Oospila venezuelata
"Glena_mopsaria,I_PBA21357.jpg",Glena mopsaria
"Nematocampa_completa,I_PBA21361.jpg",Nematocampa completa
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA21364.jpg",Afrida ydatodes
"Simopteryx_torquataria,I_PBA21366.jpg",Simopteryx torquataria
"Micrathetis_dasarada,I_PBA21369.jpg",Micrathetis dasarada
"Nemoria_vermiculata,I_PBA21372.jpg",Nemoria vermiculata
"Thysanopyga_carfinia,I_PBA21373.jpg",Thysanopyga carfinia
"Oospila_venezuelata,I_PBA21374.jpg",Oospila venezuelata
"Semaeopus_viridiplaga,I_PBA21375.jpg",Semaeopus viridiplaga
"Iridopsis_validaria,I_PBA21377.jpg",Iridopsis validaria
"Oospila_venezuelata,I_PBA21379.jpg",Oospila venezuelata
"Epimecis_semicompleta,I_PBA21380.jpg",Epimecis semicompleta
"Lobocleta_tenellata,I_PBA21382.jpg",Lobocleta tenellata
"Tosale_oviplagalis,_Dimorphic_Tosale_Moth,I_PBA21385.jpg",Tosale oviplagalis
"Phyllodonta_latrata,I_PBA21388.jpg",Phyllodonta latrata
"Thysanopyga_carfinia,I_PBA21389.jpg",Thysanopyga carfinia
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA21398.jpg",Hymenia perspectalis
"Simena_luctifera,I_PBA21400.jpg",Simena luctifera
"Halysidota_orientalis,I_PBA21401.jpg",Halysidota orientalis
"Nemoria_pescadora,I_PBA21402.jpg",Nemoria pescadora
"Nephodia_auxesia,I_PBA21404.jpg",Nephodia auxesia
"Nematocampa_completa,I_PBA21418.jpg",Nematocampa completa
"Dichorda_obliquata,I_PBA21420.jpg",Dichorda obliquata
"Dichorda_obliquata,I_PBA21423.jpg",Dichorda obliquata
"Nephodia_auxesia,I_PBA21424.jpg",Nephodia auxesia
"Neonerita_dorsipuncta,I_PBA21425.jpg",Neonerita dorsipuncta
"Nemoria_vermiculata,I_PBA21437.jpg",Nemoria vermiculata
"Nemoria_defectiva,I_PBA21444.jpg",Nemoria defectiva
"Nemoria_vermiculata,I_PBA21447.jpg",Nemoria vermiculata
"Synchlora_dependens,I_PBA21449.jpg",Synchlora dependens
"Nematocampa_completa,I_PBA21452.jpg",Nematocampa completa
"Trygodes_amphion,I_PBA21457.jpg",Trygodes amphion
"Hypocrita_reedia,I_PBA21459.jpg",Hypocrita reedia
"Trygodes_amphion,I_PBA21460.jpg",Trygodes amphion
"Phrudocentra_opaca,I_PBA21466.jpg",Phrudocentra opaca
"Glena_mopsaria,I_PBA21472.jpg",Glena mopsaria
"Melese_monima,I_PBA21476.jpg",Melese monima
"Nematocampa_completa,I_PBA21477.jpg",Nematocampa completa
"Rhabdatomis_laudamia,I_PBA21479.jpg",Rhabdatomis laudamia
"Antiblemma_concinnula,I_PBA21483.jpg",Antiblemma concinnula
"Phalaenophana_pyramusalis,_Dark-banded_Owlet,I_PBA21488.jpg",Phalaenophana pyramusalis
"Himeromima_aulis,I_PBA21489.jpg",Himeromima aulis
"Glena_mopsaria,I_PBA21491.jpg",Glena mopsaria
"Phalaenophana_pyramusalis,_Dark-banded_Owlet,I_PBA21492.jpg",Phalaenophana pyramusalis
"Ametris_nitocris,I_PBA21493.jpg",Ametris nitocris
"Patalene_aenetusaria,I_PBA21494.jpg",Patalene aenetusaria
"Himeromima_aulis,I_PBA21495.jpg",Himeromima aulis
"Clemensia_brunneomedia,I_PBA21501.jpg",Clemensia brunneomedia
"Chetone_angulosa,I_PBA21502.jpg",Chetone angulosa
"Macrocneme_iole,I_PBA21504.jpg",Macrocneme iole
"Crambidia_myrlosea,I_PBA21505.jpg",Crambidia myrlosea
"Macaria_delia,I_PBA21507.jpg",Macaria delia
"Macrocneme_iole,I_PBA21512.jpg",Macrocneme iole
"Rhabdatomis_laudamia,I_PBA21514.jpg",Rhabdatomis laudamia
"Patalene_aenetusaria,I_PBA21516.jpg",Patalene aenetusaria
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA21519.jpg",Crambidia cephalica
"Leptostales_crossii,I_PBA21520.jpg",Leptostales crossii
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA21521.jpg",Crambidia cephalica
"Melese_monima,I_PBA21525.jpg",Melese monima
"Hypena_mactatalis,I_PBA21527.jpg",Hypena mactatalis
"Glena_mopsaria,I_PBA21528.jpg",Glena mopsaria
"Synchlora_dependens,I_PBA21529.jpg",Synchlora dependens
"Leucanopsis_longa,_Long-streaked_Tussock_Moth,I_PBA21534.jpg",Leucanopsis longa
"Himeromima_aulis,I_PBA21536.jpg",Himeromima aulis
"Crambidia_myrlosea,I_PBA21540.jpg",Crambidia myrlosea
"Clemensia_brunneomedia,I_PBA21546.jpg",Clemensia brunneomedia
"Leptostales_crossii,I_PBA21547.jpg",Leptostales crossii
"Nepheloleuca_illiturata,I_PBA21553.jpg",Nepheloleuca illiturata
"Hypena_mactatalis,I_PBA21557.jpg",Hypena mactatalis
"Phalaenophana_pyramusalis,_Dark-banded_Owlet,I_PBA21559.jpg",Phalaenophana pyramusalis
"Nemoria_defectiva,I_PBA21560.jpg",Nemoria defectiva
"Crinodes_schausi,I_PBA21565.jpg",Crinodes schausi
"Synchlora_dependens,I_PBA21567.jpg",Synchlora dependens
"Pseudasellodes_fenestraria,I_PBA21568.jpg",Pseudasellodes fenestraria
"Glena_mopsaria,I_PBA21570.jpg",Glena mopsaria
"Rivula_leucosticta,I_PBA21574.jpg",Rivula leucosticta
"Rhabdatomis_laudamia,I_PBA21575.jpg",Rhabdatomis laudamia
"Lomographa_argentata,I_PBA21576.jpg",Lomographa argentata
"Rhabdatomis_laudamia,I_PBA21581.jpg",Rhabdatomis laudamia
"Rhabdatomis_laudamia,I_PBA21584.jpg",Rhabdatomis laudamia
"Crinodes_schausi,I_PBA21591.jpg",Crinodes schausi
"Clemensia_brunneomedia,I_PBA21594.jpg",Clemensia brunneomedia
"Nematocampa_completa,I_PBA21596.jpg",Nematocampa completa
"Rhabdatomis_laudamia,I_PBA21607.jpg",Rhabdatomis laudamia
"Lomographa_argentata,I_PBA21611.jpg",Lomographa argentata
"Opisthoxia_miletia,I_PBA21614.jpg",Opisthoxia miletia
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA21616.jpg",Lophosis labeculata
"Rivula_leucosticta,I_PBA21620.jpg",Rivula leucosticta
"Rhabdatomis_laudamia,I_PBA21622.jpg",Rhabdatomis laudamia
"Rhabdatomis_laudamia,I_PBA21626.jpg",Rhabdatomis laudamia
"Melese_monima,I_PBA21628.jpg",Melese monima
"Nepheloleuca_politia,I_PBA21632.jpg",Nepheloleuca politia
"Patalene_aenetusaria,I_PBA21637.jpg",Patalene aenetusaria
"Rhabdatomis_laudamia,I_PBA21639.jpg",Rhabdatomis laudamia
"Melese_monima,I_PBA21642.jpg",Melese monima
"Oospila_athena,I_PBA21646.jpg",Oospila athena
"Nematocampa_arenosa,I_PBA21647.jpg",Nematocampa arenosa
"Renia_vinasalis,I_PBA21651.jpg",Renia vinasalis
"Argyrotome_prospectata,I_PBA21653.jpg",Argyrotome prospectata
"Ametris_nitocris,I_PBA21656.jpg",Ametris nitocris
"Semaeopus_viridiplaga,I_PBA21657.jpg",Semaeopus viridiplaga
"Crambidia_myrlosea,I_PBA21658.jpg",Crambidia myrlosea
"Nephodia_auxesia,I_PBA21661.jpg",Nephodia auxesia
"Himeromima_aulis,I_PBA21662.jpg",Himeromima aulis
"Himeromima_aulis,I_PBA21663.jpg",Himeromima aulis
"Himeromima_aulis,I_PBA21666.jpg",Himeromima aulis
"Trygodes_amphion,I_PBA21672.jpg",Trygodes amphion
"Opisthoxia_miletia,I_PBA21677.jpg",Opisthoxia miletia
"Hygrochroma_nondina,I_PBA21681.jpg",Hygrochroma nondina
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA21682.jpg",Lophosis labeculata
"Thysanopyga_carfinia,I_PBA21686.jpg",Thysanopyga carfinia
"Nemoria_pescadora,I_PBA21687.jpg",Nemoria pescadora
"Glena_mopsaria,I_PBA21690.jpg",Glena mopsaria
"Glena_mopsaria,I_PBA21692.jpg",Glena mopsaria
"Nephodia_auxesia,I_PBA21693.jpg",Nephodia auxesia
"Melese_monima,I_PBA21694.jpg",Melese monima
"Eusarca_nemora,I_PBA21698.jpg",Eusarca nemora
"Opisthoxia_miletia,I_PBA21699.jpg",Opisthoxia miletia
"Nematocampa_completa,I_PBA21707.jpg",Nematocampa completa
"Ametris_nitocris,I_PBA21709.jpg",Ametris nitocris
"Simopteryx_torquataria,I_PBA21712.jpg",Simopteryx torquataria
"Glena_mopsaria,I_PBA21713.jpg",Glena mopsaria
"Rhabdatomis_laudamia,I_PBA21716.jpg",Rhabdatomis laudamia
"Simopteryx_torquataria,I_PBA21718.jpg",Simopteryx torquataria
"Glena_mopsaria,I_PBA21719.jpg",Glena mopsaria
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA21720.jpg",Afrida ydatodes
"Crinodes_besckei,I_PBA21723.jpg",Crinodes besckei
"Rhabdatomis_laudamia,I_PBA21726.jpg",Rhabdatomis laudamia
"Nematocampa_completa,I_PBA21728.jpg",Nematocampa completa
"Oospila_athena,I_PBA21732.jpg",Oospila athena
"Brachurapteryx_tesserata,I_PBA21734.jpg",Brachurapteryx tesserata
"Nemoria_vermiculata,I_PBA21735.jpg",Nemoria vermiculata
"Oospila_venezuelata,I_PBA21736.jpg",Oospila venezuelata
"Celiptera_levina,I_PBA21737.jpg",Celiptera levina
"Nephodia_auxesia,I_PBA21739.jpg",Nephodia auxesia
"Semaeopus_viridiplaga,I_PBA21747.jpg",Semaeopus viridiplaga
"Antiblemma_pira,I_PBA21748.jpg",Antiblemma pira
"Himeromima_aulis,I_PBA21751.jpg",Himeromima aulis
"Opisthoxia_miletia,I_PBA21752.jpg",Opisthoxia miletia
"Phyllodonta_latrata,I_PBA21753.jpg",Phyllodonta latrata
"Crambidia_myrlosea,I_PBA21754.jpg",Crambidia myrlosea
"Phyllodonta_latrata,I_PBA21757.jpg",Phyllodonta latrata
"Glena_mopsaria,I_PBA21774.jpg",Glena mopsaria
"Nematocampa_completa,I_PBA21775.jpg",Nematocampa completa
"Thysanopyga_carfinia,I_PBA21776.jpg",Thysanopyga carfinia
"Paragonia_cruraria,I_PBA21777.jpg",Paragonia cruraria
"Brachurapteryx_tesserata,I_PBA21779.jpg",Brachurapteryx tesserata
"Opisthoxia_miletia,I_PBA21783.jpg",Opisthoxia miletia
"Nepheloleuca_politia,I_PBA21784.jpg",Nepheloleuca politia
"Phrygionis_polita,I_PBA21786.jpg",Phrygionis polita
"Nephodia_auxesia,I_PBA21789.jpg",Nephodia auxesia
"Oospila_venezuelata,I_PBA21792.jpg",Oospila venezuelata
"Ametris_nitocris,I_PBA21795.jpg",Ametris nitocris
"Nephodia_auxesia,I_PBA21801.jpg",Nephodia auxesia
"Epimecis_semicompleta,I_PBA21802.jpg",Epimecis semicompleta
"Oospila_athena,I_PBA21805.jpg",Oospila athena
"Rhabdatomis_laudamia,I_PBA21811.jpg",Rhabdatomis laudamia
"Melese_amastris,I_PBA21813.jpg",Melese amastris
"Brachurapteryx_tesserata,I_PBA21819.jpg",Brachurapteryx tesserata
"Anisoperas_atropunctaria,I_PBA21822.jpg",Anisoperas atropunctaria
"Nemoria_pescadora,I_PBA21823.jpg",Nemoria pescadora
"Glena_mopsaria,I_PBA21825.jpg",Glena mopsaria
"Anisoperas_atropunctaria,I_PBA21826.jpg",Anisoperas atropunctaria
"Nematocampa_completa,I_PBA21829.jpg",Nematocampa completa
"Pelochyta_affinis,I_PBA21833.jpg",Pelochyta affinis
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA21838.jpg",Afrida ydatodes
"Lobocleta_tenellata,I_PBA21839.jpg",Lobocleta tenellata
"Eucereon_tigrata,I_PBA21841.jpg",Eucereon tigrata
"Oxydia_trychiata,I_PBA21843.jpg",Oxydia trychiata
"Rhabdatomis_laudamia,I_PBA21846.jpg",Rhabdatomis laudamia
"Crambidia_myrlosea,I_PBA21851.jpg",Crambidia myrlosea
"Nematocampa_completa,I_PBA21852.jpg",Nematocampa completa
"Macaria_delia,I_PBA21855.jpg",Macaria delia
"Nemoria_astraea,I_PBA21857.jpg",Nemoria astraea
"Halysidota_orientalis,I_PBA21858.jpg",Halysidota orientalis
"Rhabdatomis_laudamia,I_PBA21859.jpg",Rhabdatomis laudamia
"Rhabdatomis_laudamia,I_PBA21861.jpg",Rhabdatomis laudamia
"Rhabdatomis_laudamia,I_PBA21863.jpg",Rhabdatomis laudamia
"Crambidia_myrlosea,I_PBA21865.jpg",Crambidia myrlosea
"Nemoria_vermiculata,I_PBA21866.jpg",Nemoria vermiculata
"Crambidia_myrlosea,I_PBA21867.jpg",Crambidia myrlosea
"Crambidia_myrlosea,I_PBA21869.jpg",Crambidia myrlosea
"Clemensia_cincinnata,I_PBA21870.jpg",Clemensia cincinnata
"Anisoperas_atropunctaria,I_PBA21871.jpg",Anisoperas atropunctaria
"Lobocleta_tenellata,I_PBA21874.jpg",Lobocleta tenellata
"Nemoria_pescadora,I_PBA21875.jpg",Nemoria pescadora
"Rhabdatomis_laudamia,I_PBA21876.jpg",Rhabdatomis laudamia
"Crambidia_myrlosea,I_PBA21878.jpg",Crambidia myrlosea
"Artace_cribrarius,_Dot-lined_White,I_PBA21879.jpg",Artace cribrarius
"Nematocampa_completa,I_PBA21881.jpg",Nematocampa completa
"Nephodia_auxesia,I_PBA21882.jpg",Nephodia auxesia
"Glena_mopsaria,I_PBA21883.jpg",Glena mopsaria
"Rhabdatomis_laudamia,I_PBA21884.jpg",Rhabdatomis laudamia
"Glena_mopsaria,I_PBA21888.jpg",Glena mopsaria
"Opisthoxia_miletia,I_PBA21890.jpg",Opisthoxia miletia
"Dichorda_obliquata,I_PBA21892.jpg",Dichorda obliquata
"Clemensia_cincinnata,I_PBA21893.jpg",Clemensia cincinnata
"Anisoperas_atropunctaria,I_PBA21894.jpg",Anisoperas atropunctaria
"Nemoria_defectiva,I_PBA21896.jpg",Nemoria defectiva
"Simopteryx_torquataria,I_PBA21897.jpg",Simopteryx torquataria
"Rhabdatomis_laudamia,I_PBA21898.jpg",Rhabdatomis laudamia
"Phalaenophana_pyramusalis,_Dark-banded_Owlet,I_PBA21900.jpg",Phalaenophana pyramusalis
"Glena_mopsaria,I_PBA21901.jpg",Glena mopsaria
"Anisoperas_atropunctaria,I_PBA21902.jpg",Anisoperas atropunctaria
"Nematocampa_arenosa,I_PBA21904.jpg",Nematocampa arenosa
"Nepheloleuca_illiturata,I_PBA21912.jpg",Nepheloleuca illiturata
"Himeromima_aulis,I_PBA21918.jpg",Himeromima aulis
"Lobocleta_tenellata,I_PBA21920.jpg",Lobocleta tenellata
"Glena_mopsaria,I_PBA21930.jpg",Glena mopsaria
"Epimecis_semicompleta,I_PBA21931.jpg",Epimecis semicompleta
"Epimecis_semicompleta,I_PBA21937.jpg",Epimecis semicompleta
"Simopteryx_torquataria,I_PBA21944.jpg",Simopteryx torquataria
"Iridopsis_validaria,I_PBA21945.jpg",Iridopsis validaria
"Oospila_venezuelata,I_PBA21946.jpg",Oospila venezuelata
"Trygodes_amphion,I_PBA21947.jpg",Trygodes amphion
"Anisoperas_atropunctaria,I_PBA21948.jpg",Anisoperas atropunctaria
"Oospila_venezuelata,I_PBA21951.jpg",Oospila venezuelata
"Glena_mopsaria,I_PBA21952.jpg",Glena mopsaria
"Oospila_venezuelata,I_PBA21954.jpg",Oospila venezuelata
"Glena_mopsaria,I_PBA21956.jpg",Glena mopsaria
"Semiothisa_divergentata,I_PBA21957.jpg",Semiothisa divergentata
"Anisoperas_atropunctaria,I_PBA21961.jpg",Anisoperas atropunctaria
"Glena_mopsaria,I_PBA21962.jpg",Glena mopsaria
"Lobocleta_tenellata,I_PBA21963.jpg",Lobocleta tenellata
"Nemoria_aturia,I_PBA21964.jpg",Nemoria aturia
"Nemoria_vermiculata,I_PBA21965.jpg",Nemoria vermiculata
"Nematocampa_arenosa,I_PBA21967.jpg",Nematocampa arenosa
"Thysanopyga_carfinia,I_PBA21970.jpg",Thysanopyga carfinia
"Paragonia_cruraria,I_PBA21971.jpg",Paragonia cruraria
"Anisoperas_atropunctaria,I_PBA21980.jpg",Anisoperas atropunctaria
"Nematocampa_completa,I_PBA21981.jpg",Nematocampa completa
"Ametris_nitocris,I_PBA21984.jpg",Ametris nitocris
"Brachurapteryx_tesserata,I_PBA21989.jpg",Brachurapteryx tesserata
"Synchlora_dependens,I_PBA21991.jpg",Synchlora dependens
"Hampsonodes_mastoides,I_PBA21996.jpg",Hampsonodes mastoides
"Eucereon_xanthoperas,I_PBA21997.jpg",Eucereon xanthoperas
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA22000.jpg",Crambidia cephalica
"Trygodes_amphion,I_PBA22002.jpg",Trygodes amphion
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA22003.jpg",Afrida ydatodes
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA22006.jpg",Hymenia perspectalis
"Leptostales_crossii,I_PBA22008.jpg",Leptostales crossii
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA22014.jpg",Afrida ydatodes
"Lobocleta_tenellata,I_PBA22017.jpg",Lobocleta tenellata
"Patalene_aenetusaria,I_PBA22018.jpg",Patalene aenetusaria
"Clemensia_leopardina,I_PBA22020.jpg",Clemensia leopardina
"Meganola_bifiliferata,I_PBA22022.jpg",Meganola bifiliferata
"Ametris_nitocris,I_PBA22024.jpg",Ametris nitocris
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA22026.jpg",Crambidia cephalica
"Eucereon_tigrata,I_PBA22032.jpg",Eucereon tigrata
"Nemoria_vermiculata,I_PBA22035.jpg",Nemoria vermiculata
"Glena_mopsaria,I_PBA22040.jpg",Glena mopsaria
"Nemoria_defectiva,I_PBA22042.jpg",Nemoria defectiva
"Brachurapteryx_tesserata,I_PBA22045.jpg",Brachurapteryx tesserata
"Lobocleta_tenellata,I_PBA22047.jpg",Lobocleta tenellata
"Hygrochroma_olivinaria,I_PBA22051.jpg",Hygrochroma olivinaria
"Lophocampa_citrina,I_PBA22052.jpg",Lophocampa citrina
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA22053.jpg",Lophosis labeculata
"Oospila_venezuelata,I_PBA22055.jpg",Oospila venezuelata
"Nemoria_vermiculata,I_PBA22059.jpg",Nemoria vermiculata
"Tosale_aucta,I_PBA22066.jpg",Tosale aucta
"Epimecis_semicompleta,I_PBA22067.jpg",Epimecis semicompleta
"Rhabdatomis_laudamia,I_PBA22069.jpg",Rhabdatomis laudamia
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA22072.jpg",Afrida ydatodes
"Idalus_crinis,I_PBA22076.jpg",Idalus crinis
"Lobocleta_tenellata,I_PBA22078.jpg",Lobocleta tenellata
"Oospila_venezuelata,I_PBA22080.jpg",Oospila venezuelata
"Oospila_venezuelata,I_PBA22085.jpg",Oospila venezuelata
"Pelochyta_affinis,I_PBA22093.jpg",Pelochyta affinis
"Eucereon_centrale,I_PBA22094.jpg",Eucereon centrale
"Neotherina_imperilla,I_PBA22096.jpg",Neotherina imperilla
"Hygrochroma_olivinaria,I_PBA22100.jpg",Hygrochroma olivinaria
"Crambidia_myrlosea,I_PBA22101.jpg",Crambidia myrlosea
"Clemensia_leopardina,I_PBA22107.jpg",Clemensia leopardina
"Leptostales_crossii,I_PBA22110.jpg",Leptostales crossii
"Anisoperas_atropunctaria,I_PBA22112.jpg",Anisoperas atropunctaria
"Opharus_rudis,I_PBA22118.jpg",Opharus rudis
"Polypoetes_villia,I_PBA22123.jpg",Polypoetes villia
"Brachurapteryx_tesserata,I_PBA22124.jpg",Brachurapteryx tesserata
"Ametris_nitocris,I_PBA22129.jpg",Ametris nitocris
"Hypena_gaudialis,I_PBA22130.jpg",Hypena gaudialis
"Crambidia_myrlosea,I_PBA22135.jpg",Crambidia myrlosea
"Brabirodes_cerevia,I_PBA22140.jpg",Brabirodes cerevia
"Semaeopus_viridiplaga,I_PBA22144.jpg",Semaeopus viridiplaga
"Lobocleta_tenellata,I_PBA22147.jpg",Lobocleta tenellata
"Synchlora_astraeoides,I_PBA22150.jpg",Synchlora astraeoides
"Nemoria_vermiculata,I_PBA22151.jpg",Nemoria vermiculata
"Nemoria_aturia,I_PBA22155.jpg",Nemoria aturia
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA22158.jpg",Lophosis labeculata
"Opisthoxia_miletia,I_PBA22159.jpg",Opisthoxia miletia
"Metanema_bonadea,I_PBA22160.jpg",Metanema bonadea
"Oospila_venezuelata,I_PBA22161.jpg",Oospila venezuelata
"Lobocleta_tenellata,I_PBA22163.jpg",Lobocleta tenellata
"Lobocleta_tenellata,I_PBA22165.jpg",Lobocleta tenellata
"Nemoria_aturia,I_PBA22171.jpg",Nemoria aturia
"Bernathonomus_piperita,I_PBA22173.jpg",Bernathonomus piperita
"Opisthoxia_miletia,I_PBA22174.jpg",Opisthoxia miletia
"Lobocleta_tenellata,I_PBA22178.jpg",Lobocleta tenellata
"Oospila_venezuelata,I_PBA22180.jpg",Oospila venezuelata
"Lobocleta_tenellata,I_PBA22182.jpg",Lobocleta tenellata
"Semaeopus_viridiplaga,I_PBA22184.jpg",Semaeopus viridiplaga
"Lobocleta_tenellata,I_PBA22187.jpg",Lobocleta tenellata
"Glena_mopsaria,I_PBA22188.jpg",Glena mopsaria
"Lobocleta_tenellata,I_PBA22189.jpg",Lobocleta tenellata
"Nemoria_vermiculata,I_PBA22191.jpg",Nemoria vermiculata
"Lobocleta_tenellata,I_PBA22192.jpg",Lobocleta tenellata
"Lobocleta_tenellata,I_PBA22196.jpg",Lobocleta tenellata
"Herbita_amicaria,I_PBA22198.jpg",Herbita amicaria
"Lobocleta_tenellata,I_PBA22201.jpg",Lobocleta tenellata
"Trygodes_amphion,I_PBA22205.jpg",Trygodes amphion
"Hypena_hemonalis,I_PBA22207.jpg",Hypena hemonalis
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA22215.jpg",Lophosis labeculata
"Hypercompe_icasia,I_PBA22218.jpg",Hypercompe icasia
"Gonodes_liquida,I_PBA22220.jpg",Gonodes liquida
"Argyria_lacteella,_Milky_Urola_Moth,I_PBA22221.jpg",Argyria lacteella
"Clemensia_brunneomedia,I_PBA22241.jpg",Clemensia brunneomedia
"Iridopsis_validaria,I_PBA22244.jpg",Iridopsis validaria
"Clemensia_leopardina,I_PBA22245.jpg",Clemensia leopardina
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA22247.jpg",Afrida ydatodes
"Ametris_nitocris,I_PBA22248.jpg",Ametris nitocris
"Oospila_venezuelata,I_PBA22250.jpg",Oospila venezuelata
