Filename,Identifier,scientificName,CommonName,Comments,ScientificName
"moth_plume,I_PBA13117.jpg",I_PBA13117,moth plume,,,
"moth_Saturniidae,I_PBA13118.jpg",I_PBA13118,moth Saturniidae,,,
"moth_misc_macro,I_PBA13119.jpg",I_PBA13119,moth misc macro,,,
"moth_Saturniidae,I_PBA13120.jpg",I_PBA13120,moth Saturniidae,,,
"moth_Notodontidae,I_PBA13121.jpg",I_PBA13121,moth Notodontidae,,,
"moth,I_PBA13122.jpg",I_PBA13122,moth,,,
"Idaea_sp_group_san_luis,I_PBA13123.jpg",I_PBA13123,Idaea sp_group_san_luis,,,
"moth_emerald,I_PBA13124.jpg",I_PBA13124,moth emerald,,,
"moth_Noctuidae,I_PBA13125.jpg",I_PBA13125,moth Noctuidae,,,
"moth_Geometridae,I_PBA13126.jpg",I_PBA13126,moth Geometridae,,,
"moth_Gelechiidae_Dichomeris,I_PBA13127.jpg",I_PBA13127,moth Gelechiidae Dichomeris,,,
"Opharus_rudis,I_PBA13128.jpg",I_PBA13128,Opharus rudis,,,
"insect,I_PBA13129.jpg",I_PBA13129,insect,,,
"Rhabdatomis_laudamia,I_PBA13130.jpg",I_PBA13130,Rhabdatomis laudamia,,,
"Crinodes_schausi,I_PBA13131.jpg",I_PBA13131,Crinodes schausi,,,
"Rhabdatomis_laudamia,I_PBA13132.jpg",I_PBA13132,Rhabdatomis laudamia,,,
"moth_Pyralidae,I_PBA13133.jpg",I_PBA13133,moth Pyralidae,,,
"Macaria_approximaria--gambarina--ostia,I_PBA13134.jpg",I_PBA13134,Macaria approximaria--gambarina--ostia,,,
"Rhabdatomis_laudamia,I_PBA13135.jpg",I_PBA13135,Rhabdatomis laudamia,,,
"moth_plume,I_PBA13136.jpg",I_PBA13136,moth plume,,,
"moth_Notodontidae,I_PBA13137.jpg",I_PBA13137,moth Notodontidae,,,
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA13138.jpg",I_PBA13138,Afrida ydatodes,Dyars Lichen Moth,,
"moth,I_PBA13139.jpg",I_PBA13139,moth,,,
"Metanema_bonadea,I_PBA13140.jpg",I_PBA13140,Metanema bonadea,,,
"moth_Noctuidae,I_PBA13141.jpg",I_PBA13141,moth Noctuidae,,,
"moth_Crambidae,I_PBA13142.jpg",I_PBA13142,moth Crambidae,,,
"moth_Noctuidae,I_PBA13143.jpg",I_PBA13143,moth Noctuidae,,,
"Oospila_venezuelata,I_PBA13144.jpg",I_PBA13144,Oospila venezuelata,,,
"insect,I_PBA13145.jpg",I_PBA13145,insect,,,
"Rhabdatomis_laudamia,I_PBA13146.jpg",I_PBA13146,Rhabdatomis laudamia,,,
"moth_Tortricidae,I_PBA13147.jpg",I_PBA13147,moth Tortricidae,,,
"moth_Noctuidae,I_PBA13148.jpg",I_PBA13148,moth Noctuidae,,,
"Crinodes_schausi,I_PBA13149.jpg",I_PBA13149,Crinodes schausi,,,
"moth_Arctiidae,I_PBA13150.jpg",I_PBA13150,moth Arctiidae,,,
"Ametris_nitocris,I_PBA13151.jpg",I_PBA13151,Ametris nitocris,,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA13152.jpg",I_PBA13152,Crambidia cephalica,Yellow-headed Lichen Moth,,
"moth,I_PBA13153.jpg",I_PBA13153,moth,,,
"moth_Notodontidae,I_PBA13154.jpg",I_PBA13154,moth Notodontidae,,,
"Rhabdatomis_laudamia,I_PBA13155.jpg",I_PBA13155,Rhabdatomis laudamia,,,
"moth_Tortricidae,I_PBA13156.jpg",I_PBA13156,moth Tortricidae,,,
"Lobocleta_tenellata,I_PBA13157.jpg",I_PBA13157,Lobocleta tenellata,,,
"moth_Palthis,I_PBA13158.jpg",I_PBA13158,moth Palthis,,,
"moth_plume,I_PBA13159.jpg",I_PBA13159,moth plume,,,
"Rhabdatomis_laudamia,I_PBA13160.jpg",I_PBA13160,Rhabdatomis laudamia,,,
"moth_Noctuidae,I_PBA13161.jpg",I_PBA13161,moth Noctuidae,,,
"Nemoria_defectiva,I_PBA13162.jpg",I_PBA13162,Nemoria defectiva,,,
"Epitausa_dilina,I_PBA13163.jpg",I_PBA13163,Epitausa dilina,,,
"moth_Arctiidae,I_PBA13164.jpg",I_PBA13164,moth Arctiidae,,,
"Anisoperas_lurida,I_PBA13165.jpg",I_PBA13165,Anisoperas lurida,,,
"moth_misc_macro,I_PBA13166.jpg",I_PBA13166,moth misc macro,,,
"moth_Noctuidae,I_PBA13167.jpg",I_PBA13167,moth Noctuidae,,,
"Crinodes_schausi,I_PBA13168.jpg",I_PBA13168,Crinodes schausi,,,
"moth,I_PBA13169.jpg",I_PBA13169,moth,,,
"moth_Herbita,I_PBA13170.jpg",I_PBA13170,moth Herbita,,,
"Patalene_aenetusaria,I_PBA13171.jpg",I_PBA13171,Patalene aenetusaria,,,
"Rhabdatomis_laudamia,I_PBA13172.jpg",I_PBA13172,Rhabdatomis laudamia,,,
"moth,I_PBA13173.jpg",I_PBA13173,moth,,,
"Rhabdatomis_laudamia,I_PBA13174.jpg",I_PBA13174,Rhabdatomis laudamia,,,
"Opharus_rudis,I_PBA13175.jpg",I_PBA13175,Opharus rudis,,,
"Rhabdatomis_laudamia,I_PBA13176.jpg",I_PBA13176,Rhabdatomis laudamia,,,
"Iridopsis_lurida--oberthuri--herse,I_PBA13177.jpg",I_PBA13177,Iridopsis lurida--oberthuri--herse,,,
"Rhabdatomis_laudamia,I_PBA13178.jpg",I_PBA13178,Rhabdatomis laudamia,,,
"insect,I_PBA13179.jpg",I_PBA13179,insect,,,
"Crambidia_myrlosea,I_PBA13180.jpg",I_PBA13180,Crambidia myrlosea,,,
"insect,I_PBA13181.jpg",I_PBA13181,insect,,,
"Hypena_gaudialis,I_PBA13182.jpg",I_PBA13182,Hypena gaudialis,,,
"Lobocleta_tenellata,I_PBA13183.jpg",I_PBA13183,Lobocleta tenellata,,,
"Crinodes_schausi,I_PBA13184.jpg",I_PBA13184,Crinodes schausi,,,
"insect,I_PBA13185.jpg",I_PBA13185,insect,,,
"moth_Geometridae,I_PBA13186.jpg",I_PBA13186,moth Geometridae,,,
"Lobocleta_tenellata,I_PBA13187.jpg",I_PBA13187,Lobocleta tenellata,,,
"moth_Notodontidae,I_PBA13188.jpg",I_PBA13188,moth Notodontidae,,,
"Crinodes_schausi,I_PBA13189.jpg",I_PBA13189,Crinodes schausi,,,
"moth_Notodontidae,I_PBA13190.jpg",I_PBA13190,moth Notodontidae,,,
"moth_Saturniidae,I_PBA13191.jpg",I_PBA13191,moth Saturniidae,,,
"Crinodes_schausi,I_PBA13192.jpg",I_PBA13192,Crinodes schausi,,,
"Nematocampa_completa,I_PBA13193.jpg",I_PBA13193,Nematocampa completa,,,
"moth_Geometridae,I_PBA13194.jpg",I_PBA13194,moth Geometridae,,,
"moth_Hemiceras,I_PBA13195.jpg",I_PBA13195,moth Hemiceras,,,
"moth_Notodontidae,I_PBA13196.jpg",I_PBA13196,moth Notodontidae,,,
"moth_Tortricidae,I_PBA13197.jpg",I_PBA13197,moth Tortricidae,,,
"moth_Geometridae,I_PBA13198.jpg",I_PBA13198,moth Geometridae,,,
"moth_Pyralidae,I_PBA13199.jpg",I_PBA13199,moth Pyralidae,,,
"Crinodes_schausi,I_PBA13200.jpg",I_PBA13200,Crinodes schausi,,,
"moth_misc_micro,I_PBA13201.jpg",I_PBA13201,moth misc micro,,,
"moth_Saturniidae,I_PBA13202.jpg",I_PBA13202,moth Saturniidae,,,
"Nematocampa_completa,I_PBA13203.jpg",I_PBA13203,Nematocampa completa,,,
"Eusarca_crameraria--green,I_PBA13204.jpg",I_PBA13204,Eusarca crameraria--green,,,
"Eucereon_aurantiaca,I_PBA13205.jpg",I_PBA13205,Eucereon aurantiaca,,,
"moth_Tortricidae,I_PBA13206.jpg",I_PBA13206,moth Tortricidae,,,
"moth_Tortricidae,I_PBA13207.jpg",I_PBA13207,moth Tortricidae,,,
"moth_Tortricidae,I_PBA13208.jpg",I_PBA13208,moth Tortricidae,,,
"moth_Tortricidae,I_PBA13209.jpg",I_PBA13209,moth Tortricidae,,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA13210.jpg",I_PBA13210,Hymenia perspectalis,Spotted Beet Webworm Moth,,
"Anisoperas_lurida,I_PBA13211.jpg",I_PBA13211,Anisoperas lurida,,,
"Melanolophia_sp_san_luis,I_PBA13212.jpg",I_PBA13212,Melanolophia sp_san_luis,,,
"Oxydia_trychiata,I_PBA13213.jpg",I_PBA13213,Oxydia trychiata,,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA13214.jpg",I_PBA13214,Hymenia perspectalis,Spotted Beet Webworm Moth,,
"Crinodes_schausi,I_PBA13215.jpg",I_PBA13215,Crinodes schausi,,,
"moth_Hemiceras,I_PBA13216.jpg",I_PBA13216,moth Hemiceras,,,
"moth,I_PBA13217.jpg",I_PBA13217,moth,,,
"Iridopsis_lurida--oberthuri--herse,I_PBA13218.jpg",I_PBA13218,Iridopsis lurida--oberthuri--herse,,,
"Eois_sp_san_luis_e,I_PBA13219.jpg",I_PBA13219,Eois sp_san_luis_e,,,
"moth_Saturniidae,I_PBA13220.jpg",I_PBA13220,moth Saturniidae,,,
"Crinodes_schausi,I_PBA13221.jpg",I_PBA13221,Crinodes schausi,,,
"moth_Geometridae,I_PBA13222.jpg",I_PBA13222,moth Geometridae,,,
"moth_Noctuidae,I_PBA13223.jpg",I_PBA13223,moth Noctuidae,,,
"moth_misc_macro,I_PBA13224.jpg",I_PBA13224,moth misc macro,,,
"Clemensia_cincinnata,I_PBA13225.jpg",I_PBA13225,Clemensia cincinnata,,,
"Brabirodes_cerevia,I_PBA13226.jpg",I_PBA13226,Brabirodes cerevia,,,
"moth_Crambidae,I_PBA13227.jpg",I_PBA13227,moth Crambidae,,,
"Iridopsis_validaria,I_PBA13228.jpg",I_PBA13228,Iridopsis validaria,,,
"moth,I_PBA13229.jpg",I_PBA13229,moth,,,
"Nematocampa_completa,I_PBA13230.jpg",I_PBA13230,Nematocampa completa,,,
"Microphysetica_hermeasalis,I_PBA13231.jpg",I_PBA13231,Microphysetica hermeasalis,,,
"moth_Geometridae,I_PBA13232.jpg",I_PBA13232,moth Geometridae,,,
"moth_Pyralidae,I_PBA13233.jpg",I_PBA13233,moth Pyralidae,,,
"Euphyia_sp_group_san_luis,I_PBA13234.jpg",I_PBA13234,Euphyia sp_group_san_luis,,,
"Glyphodes_extorris,I_PBA13235.jpg",I_PBA13235,Glyphodes extorris,,,
"moth_plume,I_PBA13236.jpg",I_PBA13236,moth plume,,,
"moth_Oecophoridae,I_PBA13237.jpg",I_PBA13237,moth Oecophoridae,,,
"Eucereon_rosinum,I_PBA13238.jpg",I_PBA13238,Eucereon rosinum,,,
"insect,I_PBA13239.jpg",I_PBA13239,insect,,,
"Rhabdatomis_laudamia,I_PBA13240.jpg",I_PBA13240,Rhabdatomis laudamia,,,
"moth_Geometridae,I_PBA13241.jpg",I_PBA13241,moth Geometridae,,,
"moth_Blastobasidae,I_PBA13242.jpg",I_PBA13242,moth Blastobasidae,,,
"moth_Crambidae,I_PBA13243.jpg",I_PBA13243,moth Crambidae,,,
"Rhabdatomis_laudamia,I_PBA13244.jpg",I_PBA13244,Rhabdatomis laudamia,,,
"Nephodia_betala,I_PBA13245.jpg",I_PBA13245,Nephodia betala,,,
"moth_Notodontidae,I_PBA13246.jpg",I_PBA13246,moth Notodontidae,,,
"moth_Notodontidae,I_PBA13247.jpg",I_PBA13247,moth Notodontidae,,,
"Hygrochroma_olivinaria,I_PBA13248.jpg",I_PBA13248,Hygrochroma olivinaria,,,
"Eois_sp_san_luis_e,I_PBA13249.jpg",I_PBA13249,Eois sp_san_luis_e,,,
"moth_Geometridae,I_PBA13250.jpg",I_PBA13250,moth Geometridae,,,
"Meganola_sp_san_luis_b,I_PBA13251.jpg",I_PBA13251,Meganola sp_san_luis_b,,,
"Thysanopyga_carfinia,I_PBA13252.jpg",I_PBA13252,Thysanopyga carfinia,,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA13253.jpg",I_PBA13253,Hymenia perspectalis,Spotted Beet Webworm Moth,,
"Oospila_venezuelata,I_PBA13254.jpg",I_PBA13254,Oospila venezuelata,,,
"Iridopsis_lurida--oberthuri--herse,I_PBA13255.jpg",I_PBA13255,Iridopsis lurida--oberthuri--herse,,,
"Anisoperas_lurida,I_PBA13256.jpg",I_PBA13256,Anisoperas lurida,,,
"Rhabdatomis_laudamia,I_PBA13257.jpg",I_PBA13257,Rhabdatomis laudamia,,,
"moth_Geometridae,I_PBA13258.jpg",I_PBA13258,moth Geometridae,,,
"Epimecis_matronaria--nasica,I_PBA13259.jpg",I_PBA13259,Epimecis matronaria--nasica,,,
"Crambidia_myrlosea,I_PBA13260.jpg",I_PBA13260,Crambidia myrlosea,,,
"Crinodes_schausi,I_PBA13261.jpg",I_PBA13261,Crinodes schausi,,,
"moth_Geometridae,I_PBA13262.jpg",I_PBA13262,moth Geometridae,,,
"Microphysetica_hermeasalis,I_PBA13263.jpg",I_PBA13263,Microphysetica hermeasalis,,,
"moth_Noctuidae,I_PBA13264.jpg",I_PBA13264,moth Noctuidae,,,
"moth_Notodontidae,I_PBA13265.jpg",I_PBA13265,moth Notodontidae,,,
"Crinodes_schausi,I_PBA13266.jpg",I_PBA13266,Crinodes schausi,,,
"moth_Crambidae,I_PBA13267.jpg",I_PBA13267,moth Crambidae,,,
"Crinodes_schausi,I_PBA13268.jpg",I_PBA13268,Crinodes schausi,,,
"Opisthoxia_molpadia,I_PBA13269.jpg",I_PBA13269,Opisthoxia molpadia,,,
"moth_Geometridae,I_PBA13270.jpg",I_PBA13270,moth Geometridae,,,
"Semiothisa_divergentata,I_PBA13271.jpg",I_PBA13271,Semiothisa divergentata,,,
"Iridopsis_lurida--oberthuri--herse,I_PBA13272.jpg",I_PBA13272,Iridopsis lurida--oberthuri--herse,,,
"Rhabdatomis_laudamia,I_PBA13273.jpg",I_PBA13273,Rhabdatomis laudamia,,,
"Microphysetica_hermeasalis,I_PBA13274.jpg",I_PBA13274,Microphysetica hermeasalis,,,
"insect,I_PBA13275.jpg",I_PBA13275,insect,,,
"insect,I_PBA13276.jpg",I_PBA13276,insect,,,
"moth_todo,I_PBA13277.jpg",I_PBA13277,moth todo,,,
"Eucereon_rosinum,I_PBA13278.jpg",I_PBA13278,Eucereon rosinum,,,
"moth_Herbita,I_PBA13279.jpg",I_PBA13279,moth Herbita,,,
"moth,I_PBA13280.jpg",I_PBA13280,moth,,,
"Rhabdatomis_laudamia,I_PBA13281.jpg",I_PBA13281,Rhabdatomis laudamia,,,
"moth_Herbita,I_PBA13282.jpg",I_PBA13282,moth Herbita,,,
"Glena_mopsaria,I_PBA13283.jpg",I_PBA13283,Glena mopsaria,,,
"Glena_mopsaria,I_PBA13284.jpg",I_PBA13284,Glena mopsaria,,,
"Antiblemma_pira,I_PBA13285.jpg",I_PBA13285,Antiblemma pira,,,
"moth_Geometridae,I_PBA13286.jpg",I_PBA13286,moth Geometridae,,,
"insect,I_PBA13287.jpg",I_PBA13287,insect,,,
"moth_Saturniidae,I_PBA13288.jpg",I_PBA13288,moth Saturniidae,,,
"moth_Megalopygidae_-_Limacodidae,I_PBA13289.jpg",I_PBA13289,moth Megalopygidae - Limacodidae,,,
"Phyllodonta_latrata,I_PBA13290.jpg",I_PBA13290,Phyllodonta latrata,,,
"Gn_sp_san_luis_1028,I_PBA13291.jpg",I_PBA13291,Gn_sp_san_luis_1028,,,
"moth_Crambidae,I_PBA13292.jpg",I_PBA13292,moth Crambidae,,,
"moth_Notodontidae,I_PBA13293.jpg",I_PBA13293,moth Notodontidae,,,
"Iridopsis_lurida--oberthuri--herse,I_PBA13294.jpg",I_PBA13294,Iridopsis lurida--oberthuri--herse,,,
"moth_Saturniidae,I_PBA13295.jpg",I_PBA13295,moth Saturniidae,,,
"moth_misc_macro,I_PBA13296.jpg",I_PBA13296,moth misc macro,,,
"Iridopsis_lurida--oberthuri--herse,I_PBA13297.jpg",I_PBA13297,Iridopsis lurida--oberthuri--herse,,,
"Scopula_sp_group_san_luis,I_PBA13298.jpg",I_PBA13298,Scopula sp_group_san_luis,,,
"moth_Noctuidae,I_PBA13299.jpg",I_PBA13299,moth Noctuidae,,,
"Crinodes_schausi,I_PBA13300.jpg",I_PBA13300,Crinodes schausi,,,
"moth_Noctuidae,I_PBA13301.jpg",I_PBA13301,moth Noctuidae,,,
"moth_Saturniidae,I_PBA13302.jpg",I_PBA13302,moth Saturniidae,,,
"Lobocleta_tenellata,I_PBA13303.jpg",I_PBA13303,Lobocleta tenellata,,,
"Rhabdatomis_laudamia,I_PBA13304.jpg",I_PBA13304,Rhabdatomis laudamia,,,
"moth_Oecophoridae,I_PBA13305.jpg",I_PBA13305,moth Oecophoridae,,,
"moth_Megalopygidae_-_Limacodidae,I_PBA13306.jpg",I_PBA13306,moth Megalopygidae - Limacodidae,,,
"Nematocampa_completa,I_PBA13307.jpg",I_PBA13307,Nematocampa completa,,,
"moth,I_PBA13308.jpg",I_PBA13308,moth,,,
"moth_Notodontidae,I_PBA13309.jpg",I_PBA13309,moth Notodontidae,,,
"Nematocampa_completa,I_PBA13310.jpg",I_PBA13310,Nematocampa completa,,,
"moth_Notodontidae,I_PBA13311.jpg",I_PBA13311,moth Notodontidae,,,
"Crinodes_schausi,I_PBA13312.jpg",I_PBA13312,Crinodes schausi,,,
"Eucereon_tripunctatum,I_PBA13313.jpg",I_PBA13313,Eucereon tripunctatum,,,
"light,I_PBA13314.jpg",I_PBA13314,light,,,
"moth_Tortricidae,I_PBA13315.jpg",I_PBA13315,moth Tortricidae,,,
"Crinodes_schausi,I_PBA13316.jpg",I_PBA13316,Crinodes schausi,,,
"insect,I_PBA13317.jpg",I_PBA13317,insect,,,
"moth_Megalopygidae_-_Limacodidae,I_PBA13318.jpg",I_PBA13318,moth Megalopygidae - Limacodidae,,,
"Melese_monima,I_PBA13319.jpg",I_PBA13319,Melese monima,,,
"insect,I_PBA13320.jpg",I_PBA13320,insect,,,
"Melese_monima,I_PBA13321.jpg",I_PBA13321,Melese monima,,,
"moth_Saturniidae,I_PBA13322.jpg",I_PBA13322,moth Saturniidae,,,
"Glena_mopsaria,I_PBA13323.jpg",I_PBA13323,Glena mopsaria,,,
"Eucereon_aurantiaca,I_PBA13324.jpg",I_PBA13324,Eucereon aurantiaca,,,
"Scopula_sp_group_san_luis,I_PBA13325.jpg",I_PBA13325,Scopula sp_group_san_luis,,,
"Nephodia_auxesia,I_PBA13326.jpg",I_PBA13326,Nephodia auxesia,,,
"moth_Tortricidae,I_PBA13327.jpg",I_PBA13327,moth Tortricidae,,,
"moth_misc_macro,I_PBA13328.jpg",I_PBA13328,moth misc macro,,,
"moth_Tortricidae,I_PBA13329.jpg",I_PBA13329,moth Tortricidae,,,
"moth_plume,I_PBA13330.jpg",I_PBA13330,moth plume,,,
"insect,I_PBA13331.jpg",I_PBA13331,insect,,,
"moth_Tortricidae,I_PBA13332.jpg",I_PBA13332,moth Tortricidae,,,
"Megaloptera,I_PBA13333.jpg",I_PBA13333,Megaloptera,,,
"moth_Arctiidae,I_PBA13334.jpg",I_PBA13334,moth Arctiidae,,,
"moth,I_PBA13335.jpg",I_PBA13335,moth,,,
"moth,I_PBA13336.jpg",I_PBA13336,moth,,,
"Anycles_adusta,I_PBA13337.jpg",I_PBA13337,Anycles adusta,,,
"moth_Noctuidae,I_PBA13338.jpg",I_PBA13338,moth Noctuidae,,,
"insect,I_PBA13339.jpg",I_PBA13339,insect,,,
"Nephodia_auxesia,I_PBA13340.jpg",I_PBA13340,Nephodia auxesia,,,
"Eusarca_minucia,I_PBA13341.jpg",I_PBA13341,Eusarca minucia,,,
"Megaloptera,I_PBA13342.jpg",I_PBA13342,Megaloptera,,,
"moth_Sphingidae,I_PBA13343.jpg",I_PBA13343,moth Sphingidae,,,
"Clemensia_cincinnata,I_PBA13344.jpg",I_PBA13344,Clemensia cincinnata,,,
"Megaloptera,I_PBA13345.jpg",I_PBA13345,Megaloptera,,,
"moth_Megalopygidae_-_Limacodidae,I_PBA13346.jpg",I_PBA13346,moth Megalopygidae - Limacodidae,,,
"moth_Tortricidae,I_PBA13347.jpg",I_PBA13347,moth Tortricidae,,,
"insect,I_PBA13348.jpg",I_PBA13348,insect,,,
"Melese_monima,I_PBA13349.jpg",I_PBA13349,Melese monima,,,
"moth_Saturniidae,I_PBA13350.jpg",I_PBA13350,moth Saturniidae,,,
"moth_Saturniidae,I_PBA13351.jpg",I_PBA13351,moth Saturniidae,,,
"moth_Noctuidae,I_PBA13352.jpg",I_PBA13352,moth Noctuidae,,,
"moth_Noctuidae,I_PBA13353.jpg",I_PBA13353,moth Noctuidae,,,
"moth_Geometridae,I_PBA13354.jpg",I_PBA13354,moth Geometridae,,,
"Idaea_sp_group_san_luis,I_PBA13355.jpg",I_PBA13355,Idaea sp_group_san_luis,,,
"Melese_amastris,I_PBA13356.jpg",I_PBA13356,Melese amastris,,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA13357.jpg",I_PBA13357,Hymenia perspectalis,Spotted Beet Webworm Moth,,
"moth_Geometridae,I_PBA13358.jpg",I_PBA13358,moth Geometridae,,,
"moth_Tortricidae,I_PBA13359.jpg",I_PBA13359,moth Tortricidae,,,
"insect,I_PBA13360.jpg",I_PBA13360,insect,,,
"moth_plume,I_PBA13361.jpg",I_PBA13361,moth plume,,,
"moth_Tortricidae,I_PBA13362.jpg",I_PBA13362,moth Tortricidae,,,
"moth_Notodontidae,I_PBA13363.jpg",I_PBA13363,moth Notodontidae,,,
"insect,I_PBA13364.jpg",I_PBA13364,insect,,,
"moth_misc_macro,I_PBA13365.jpg",I_PBA13365,moth misc macro,,,
"moth_Sphingidae,I_PBA13366.jpg",I_PBA13366,moth Sphingidae,,,
"moth_Notodontidae,I_PBA13367.jpg",I_PBA13367,moth Notodontidae,,,
"moth_Tortricidae,I_PBA13368.jpg",I_PBA13368,moth Tortricidae,,,
"insect,I_PBA13369.jpg",I_PBA13369,insect,,,
"moth_Palthis,I_PBA13370.jpg",I_PBA13370,moth Palthis,,,
"Gn_sp_san_luis_1011,I_PBA13371.jpg",I_PBA13371,Gn_sp_san_luis_1011,,,
"moth_Tortricidae,I_PBA13372.jpg",I_PBA13372,moth Tortricidae,,,
"Crinodes_schausi,I_PBA13373.jpg",I_PBA13373,Crinodes schausi,,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA13374.jpg",I_PBA13374,Hymenia perspectalis,Spotted Beet Webworm Moth,,
"moth_Geometridae,I_PBA13375.jpg",I_PBA13375,moth Geometridae,,,
"moth_Tortricidae,I_PBA13376.jpg",I_PBA13376,moth Tortricidae,,,
"moth_Pyralidae,I_PBA13377.jpg",I_PBA13377,moth Pyralidae,,,
"moth_Blastobasidae,I_PBA13378.jpg",I_PBA13378,moth Blastobasidae,,,
"moth_Crambidae,I_PBA13379.jpg",I_PBA13379,moth Crambidae,,,
"moth_Tortricidae,I_PBA13380.jpg",I_PBA13380,moth Tortricidae,,,
"Micrathetis_dasarada,I_PBA13381.jpg",I_PBA13381,Micrathetis dasarada,,,
"moth_Notodontidae,I_PBA13382.jpg",I_PBA13382,moth Notodontidae,,,
"Rhabdatomis_laudamia,I_PBA13383.jpg",I_PBA13383,Rhabdatomis laudamia,,,
"moth_Megalopygidae_-_Limacodidae,I_PBA13384.jpg",I_PBA13384,moth Megalopygidae - Limacodidae,,,
"insect,I_PBA13385.jpg",I_PBA13385,insect,,,
"moth_Darceta,I_PBA13386.jpg",I_PBA13386,moth Darceta,,,
"Eupithecia_sp_group_san_luis,I_PBA13387.jpg",I_PBA13387,Eupithecia sp_group_san_luis,,,
"moth_Tortricidae,I_PBA13388.jpg",I_PBA13388,moth Tortricidae,,,
"moth_Crambidae,I_PBA13389.jpg",I_PBA13389,moth Crambidae,,,
"moth_Oecophoridae,I_PBA13390.jpg",I_PBA13390,moth Oecophoridae,,,
"moth_Notodontidae,I_PBA13391.jpg",I_PBA13391,moth Notodontidae,,,
"Semiothisa_divergentata,I_PBA13392.jpg",I_PBA13392,Semiothisa divergentata,,,
"Metanema_bonadea,I_PBA13393.jpg",I_PBA13393,Metanema bonadea,,,
"Crinodes_schausi,I_PBA13394.jpg",I_PBA13394,Crinodes schausi,,,
"moth_Saturniidae,I_PBA13395.jpg",I_PBA13395,moth Saturniidae,,,
"Macaria_sp_san_luis_a,I_PBA13396.jpg",I_PBA13396,Macaria sp_san_luis_a,,,
"moth_Tortricidae,I_PBA13397.jpg",I_PBA13397,moth Tortricidae,,,
"moth_Tortricidae,I_PBA13398.jpg",I_PBA13398,moth Tortricidae,,,
"Simopteryx_torquataria,I_PBA13399.jpg",I_PBA13399,Simopteryx torquataria,,,
"moth_Tortricidae,I_PBA13400.jpg",I_PBA13400,moth Tortricidae,,,
"Oospila_venezuelata,I_PBA13401.jpg",I_PBA13401,Oospila venezuelata,,,
"moth_Tortricidae,I_PBA13402.jpg",I_PBA13402,moth Tortricidae,,,
"moth_Tortricidae,I_PBA13403.jpg",I_PBA13403,moth Tortricidae,,,
"Gn_sp_san_luis_1003,I_PBA13404.jpg",I_PBA13404,Gn sp_san_luis_1003,,,
"Eupithecia_sp_group_san_luis,I_PBA13405.jpg",I_PBA13405,Eupithecia sp_group_san_luis,,,
"moth_Crambidae,I_PBA13406.jpg",I_PBA13406,moth Crambidae,,,
"moth,I_PBA13407.jpg",I_PBA13407,moth,,,
"Phyllodonta_indeterminata,I_PBA13408.jpg",I_PBA13408,Phyllodonta indeterminata,,,
"moth_Crambidae,I_PBA13409.jpg",I_PBA13409,moth Crambidae,,,
"Melanolophia_sp_san_luis,I_PBA13410.jpg",I_PBA13410,Melanolophia sp_san_luis,,,
"moth_Noctuidae,I_PBA13411.jpg",I_PBA13411,moth Noctuidae,,,
"moth_Tortricidae,I_PBA13412.jpg",I_PBA13412,moth Tortricidae,,,
"moth_Geometridae,I_PBA13413.jpg",I_PBA13413,moth Geometridae,,,
"moth_Tortricidae,I_PBA13414.jpg",I_PBA13414,moth Tortricidae,,,
"moth_Crambidae,I_PBA13415.jpg",I_PBA13415,moth Crambidae,,,
"light,I_PBA13416.jpg",I_PBA13416,light,,,
"Megaloptera,I_PBA13417.jpg",I_PBA13417,Megaloptera,,,
"Altinote_ozomene,I_PBA13418.jpg",I_PBA13418,= I_PBA13087,Altinote ozomene,,
"moth_plume,I_PBA13419.jpg",I_PBA13419,moth plume,,,
"Megaloptera,I_PBA13420.jpg",I_PBA13420,Megaloptera,,,
"moth_Notodontidae,I_PBA13421.jpg",I_PBA13421,moth Notodontidae,,,
"Glena_mopsaria,I_PBA13422.jpg",I_PBA13422,Glena mopsaria,,,
"insect,I_PBA13423.jpg",I_PBA13423,insect,,,
"moth_Crambidae,I_PBA13424.jpg",I_PBA13424,moth Crambidae,,,
"moth_Notodontidae,I_PBA13425.jpg",I_PBA13425,moth Notodontidae,,,
"Glena_mopsaria,I_PBA13426.jpg",I_PBA13426,Glena mopsaria,,,
"Crinodes_schausi,I_PBA13427.jpg",I_PBA13427,Crinodes schausi,,,
"moth_plume,I_PBA13428.jpg",I_PBA13428,moth plume,,,
"moth_Oecophoridae,I_PBA13429.jpg",I_PBA13429,moth Oecophoridae,,,
"moth_Noctuidae,I_PBA13430.jpg",I_PBA13430,moth Noctuidae,,,
"moth_Geometridae,I_PBA13431.jpg",I_PBA13431,moth Geometridae,,,
"moth_plume,I_PBA13432.jpg",I_PBA13432,moth plume,,,
"Simopteryx_torquataria,I_PBA13433.jpg",I_PBA13433,Simopteryx torquataria,,,
